category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Dans la Lande,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,16005577,,,
metadata,FAAM manifestation ID,id,ORP-20143988p74,,,
metadata,call number,string,KTS1 H.11.map.008,,,
metadata,score format,item,ZQLNVHnN,,Polyphonic Parts,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,note,html,"L'Illustration, N. 3343
L'Illustration, N. 3343",,,
statements,provenance,item,U7DY6oXy,,Orpheus Institute,
statements,keyword,item,6wpp746x,,programme music,
statements,instrumentation,item,PyGNLcfw,,piano,
statements,agent,statement,H2Tef9me,,Louis-Albert Bourgault-Ducoudra,YvQmwaaW||
statements,agent,statement,9JZUardt,,L'Illustration,7tdgMgre|dtkJhYLf|
statements,agent,statement,9JZUardt,,L'Illustration,7tdgMgre|dtkJhYLf|23-03-1907
