category,faam_property,type,value,base_url,label
metadata,label,string,Eugène Anthiome,,
metadata,description,string,French composer (1836-1916),,
metadata,aliases,string,Eugene Anthiome,,
metadata,aliases,string,Eugène Anthiome,,
metadata,qid,externalid,Q1373421,http://wwww.wikidata.org/entity/,
metadata,nodegoat_id,id,16005283,,
statements,VIAF ID,externalid,66731460,https://viaf.org/viaf/,
statements,RISM ID,externalid,people/41007815,https://rism.online/,
statements,IMSLP ID,externalid,"Category:Anthiome,_Eugène",https://imslp.org/wiki/,
statements,date of birth,date,1836-08-19,,
statements,date of death,date,1916-07-24,,
statements,instance of,item,aJeJBesD,,human
statements,occupation,item,5aTYuVxp,,composer
statements,occupation,item,XWcaJQty,,university teacher
statements,sex or gender,item,ku2dT5kg,,male
statements,nationality,item,BJqUa5Kf,,France
statements,place of birth,item,N7D2KQes,,
statements,place of death,item,Wd8DrrAo,,
statements,influenced by,item,jHLdEc4N,,
statements,influenced by,item,C2HMXPaX,,François Benoist
statements,influenced by,item,LjTkQJnC,,Michele Carafa
statements,educated at,item,mNynReve,,Conservatoire de Paris
statements,employer,item,mNynReve,,Conservatoire de Paris
