category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Le martyre de Saint Sébastien : mystère en cinq actes,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,15992274,,,
metadata,FAAM manifestation ID,id,KCA-030902681235,,,
metadata,call number,string,MM-LEPP-DEBUS-martyre-1,,,
metadata,score format,item,XyayZhMR,,Full Score,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,handwritten annotation,item,UMravioT,,alternative lyrics,
statements,handwritten annotation,item,aAsRZoVk,,breath mark,
statements,handwritten annotation,item,AB4X4hGP,,translation,
statements,provenance,item,2C9Fy8H6,,Heritage Library Royal Conservatoire Antwerp,
statements,keyword,item,LmDaVvmF,,reduction,
statements,keyword,item,WiBZjkbR,,arrangement,
statements,instrumentation,item,NFAxdnVA,,voice,
statements,instrumentation,item,PyGNLcfw,,piano,
statements,musical work,item,5aNkY9Wj,,Le martyre de saint Sébastien,
statements,agent,statement,3VXUQ7ER,,Anton van de Velde,eBGrzZAP||
statements,agent,statement,i2w6M7XJ,,Gabriele D'Annunzio,eBGrzZAP||
statements,agent,statement,EzW7C9iv,,Claude Debussy,YvQmwaaW||
