category,faam_property,type,value,base_url,label
metadata,label,string,Le Roi des montagnes,,
metadata,description,string,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,
metadata,nodegoat_id,id,16005429,,
metadata,FAAM manifestation ID,id,ORP-20143702p47,,
metadata,call number,string,KTS1 H.11.map.004,,
metadata,score format,item,XyayZhMR,,Full Score
metadata,score complexity,item,WJHHh56W,,Mechanical print
statements,provenance,item,U7DY6oXy,,Orpheus Institute
statements,keyword,item,7AXGCpck,,opera
statements,instrumentation,item,PyGNLcfw,,piano
statements,instrumentation,item,G8tgNnWV,,violin
