category,faam_property,type,value,base_url,label
metadata,label,string,Wallace Arthur Sabin,,
metadata,description,string,American organist and composer of English birth (1869–1937),,
metadata,aliases,string,Wallace A. Sabin,,
metadata,aliases,string,Wallace A Sabin,,
metadata,qid,externalid,Q7962736,http://wwww.wikidata.org/entity/,
metadata,nodegoat_id,id,0,,
statements,VIAF ID,externalid,255373118,https://viaf.org/viaf/,
statements,IMSLP ID,externalid,"Category:Sabin,_Wallace_Arthur",https://imslp.org/wiki/,
statements,instance of,item,aJeJBesD,,human
statements,sex or gender,item,ku2dT5kg,,male
statements,instrument,item,8cygiHEB,,organ
