category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Le Chalet : Opéra-comique en un acte,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,15992652,,,
metadata,FAAM manifestation ID,id,KCG-000742404,,,
metadata,call number,string,MES-097,,,
metadata,score format,item,FYtu6ya8,,Music Treatise,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,note,html,Staging instructions written by unknown director or actor.,,,
statements,editorial annotation,item,6fQyHcwz,,accent,
statements,editorial annotation,item,ieqEGEHo,,messa di voce,
statements,editorial annotation,item,HKyA3Qzz,,dynamic,
statements,editorial annotation,item,mkCY9LDD,,tempo,
statements,editorial annotation,item,amkJ6EBs,,cadenza,
statements,editorial annotation,item,D6RjeTWv,,musical expression,
statements,handwritten annotation,item,gb6MiJbD,,ink stamp,
statements,handwritten annotation,item,2qoBxv5j,,performance practice,
statements,provenance,item,7jH33jwQ,,Library Royal Conservatoire Ghent,
statements,keyword,item,67eZKUUR,,libretto,
statements,keyword,item,7AXGCpck,,opera,
statements,keyword,item,96Uobb4a,,opéra comique,
statements,instrumentation,item,NFAxdnVA,,voice,
statements,agent,statement,Y7stG82h,,Adolphe Adam,YvQmwaaW||
statements,agent,statement,DDH7fEFM,,Anonymous,AcFWzeQH||
statements,agent,statement,25bLvjC3,,Henry Lemoine,7tdgMgre|dtkJhYLf|
