category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Offrande: (aquarelle),,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,15992265,,,
metadata,FAAM manifestation ID,id,KCA-030902640017,,,
metadata,call number,string,MM-DUBP-DHOED-offrand-1,,,
metadata,score format,item,XyayZhMR,,Full Score,
metadata,score complexity,item,cmQGFaLi,,Lithographic quality,
statements,handwritten annotation,item,eSzqVmee,,crescendo,
statements,handwritten annotation,item,SRaiiKJr,,decrescendo,
statements,handwritten annotation,item,HKyA3Qzz,,dynamic,
statements,handwritten annotation,item,QeqFpJLJ,,underline,
statements,handwritten annotation,item,eNyFmkHC,,fingering,
statements,provenance,item,2C9Fy8H6,,Heritage Library Royal Conservatoire Antwerp,
statements,keyword,item,TvgVbkP2,,song,
statements,instrumentation,item,NFAxdnVA,,voice,
statements,instrumentation,item,PyGNLcfw,,piano,
statements,agent,statement,DDH7fEFM,,Anonymous,oMERLdSN||
statements,agent,statement,Fg7TKHYg,,Paul Verlaine,eBGrzZAP||
statements,agent,statement,Mv447n3U,,Henry-George d'Hoedt,YvQmwaaW||
