category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,François Couperin: Musik für cembalo,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,16004378,,,
metadata,FAAM manifestation ID,id,KCA-VU15216,,,
metadata,call number,string,VU,,,
metadata,score format,item,ZQLNVHnN,,Polyphonic Parts,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,sections,html,"<ul>
<li> Première Courante </li>
<li> La Nanette </li>
<li> La Voluptueuse </li>
<li> Fureurs Bachiques</li>
<li> Les Moissonneurs </li>
<li> Les Baricades Mistérieuses </li>
<li> Le Moucheron </li>
<li> Le Fileuse </li>
<li> Le Couperin</li>
</ul>",,,
statements,editorial annotation,item,2qoBxv5j,,performance practice,
statements,editorial annotation,item,HKyA3Qzz,,dynamic,
statements,provenance,item,2C9Fy8H6,,Heritage Library Royal Conservatoire Antwerp,
statements,keyword,item,Gx3B7DJH,,early music,
statements,instrumentation,item,Q8MBQBw7,,harpsichord,
statements,agent,statement,hEdrUvf9,,François Couperin,YvQmwaaW||
statements,agent,statement,435bQM6q,,Nagels Verlag,7tdgMgre|52tHQZy7|1933
statements,agent,statement,Y38WFUP4,,Otto Vrieslander,6UPEJgTQ|QQM2oR6B|07-1932
