category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Les templiers : opéra en 5 actes,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,15992544,,,
metadata,FAAM manifestation ID,id,KCA-030903458518,,,
metadata,call number,string,UM-ZP-LITOL-templie-1,,,
metadata,score format,item,XyayZhMR,,Full Score,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,note,html,Diagrams of stage plot,,,
statements,editorial annotation,item,EqtAuzbH,,metronome mark,
statements,handwritten annotation,item,7qCCArxX,,signature,
statements,handwritten annotation,item,gb6MiJbD,,ink stamp,
statements,handwritten annotation,item,AB4X4hGP,,translation,
statements,handwritten annotation,item,UMravioT,,alternative lyrics,
statements,handwritten annotation,item,gaLrAUbu,,deletion,
statements,provenance,item,2C9Fy8H6,,Heritage Library Royal Conservatoire Antwerp,
statements,keyword,item,LmDaVvmF,,reduction,
statements,keyword,item,7AXGCpck,,opera,
statements,keyword,item,jvLF4xd6,,medievalism,
statements,instrumentation,item,NFAxdnVA,,voice,
statements,instrumentation,item,PyGNLcfw,,piano,
statements,musical work,item,2t9sEy6N,,Les templiers,
statements,agent,statement,APcZWn33,,Henry Litolff,YvQmwaaW||
statements,agent,statement,bksidguC,,Enoch & Cie (Costallat),7tdgMgre|dtkJhYLf|1886
statements,agent,statement,DDH7fEFM,,Anonymous,AcFWzeQH||
