category,faam_property,type,value,base_url,label
metadata,label,string,Anton Rubinstein,,
metadata,description,string,"Russian pianist, composer and conductor (1829–1894)",,
metadata,aliases,string,Anton Grigorevich Rubinstein,,
metadata,aliases,string,Anton Grigoryevich Rubinstein,,
metadata,aliases,string,Anton Gregorovich Rubinstein,,
metadata,aliases,string,Anton G. Rubinštejn,,
metadata,aliases,string,Anton Rubinstein,,
metadata,qid,externalid,Q87567,http://wwww.wikidata.org/entity/,
metadata,nodegoat_id,id,16002802,,
statements,VIAF ID,externalid,197535,https://viaf.org/viaf/,
statements,RISM ID,externalid,people/30008504,https://rism.online/,
statements,IMSLP ID,externalid,"Category:Rubinstein,_Anton",https://imslp.org/wiki/,
statements,date of birth,date,1829-11-16,,
statements,date of death,date,1894-11-08,,
statements,instance of,item,aJeJBesD,,human
statements,role,item,6UPEJgTQ,,editor
statements,related to,item,6m3ZbnrF,,musical technique
statements,related to,item,NkfcVjHM,,music education
statements,occupation,item,T6nAVeGM,,pianist
statements,occupation,item,5aTYuVxp,,composer
statements,sex or gender,item,ku2dT5kg,,male
statements,nationality,item,3iEGZFo6,,Russia
statements,nationality,item,DEbEnXwM,,Russian Empire
statements,place of birth,item,YEJyVtYU,,
statements,place of death,item,BqcksJYr,,
statements,place of death,item,ZpwbPoZj,,
statements,instrument,item,PyGNLcfw,,piano
statements,influenced by,item,LGDvCCZt,,
statements,influenced by,item,BqciCWRq,,
statements,influenced by,item,JUuCMm3W,,
statements,employer,item,VwZmF2Uv,,Saint Petersburg Conservatory
