category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Doux entretien. Boston,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,16005461,,,
metadata,FAAM manifestation ID,id,ORP-20143700p12,,,
metadata,call number,string,KTS1 H.11.map.006,,,
metadata,score format,item,ZQLNVHnN,,Polyphonic Parts,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,note,html,"L'Illustration, N. 3130
L'Illustration, N. 3130",,,
statements,provenance,item,U7DY6oXy,,Orpheus Institute,
statements,keyword,item,6wpp746x,,programme music,
statements,instrumentation,item,PyGNLcfw,,piano,
statements,agent,statement,KyXhycd6,,Louis-Antoine Dubost,YvQmwaaW||
statements,agent,statement,9JZUardt,,L'Illustration,7tdgMgre|dtkJhYLf|
statements,agent,statement,9JZUardt,,L'Illustration,7tdgMgre|dtkJhYLf|21-02-1903
