category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Bergamasca: per violoncello con accomp.to di pianoforte,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,16005036,,,
metadata,FAAM manifestation ID,id,BSB-991143788186707356,,,
metadata,call number,string,Mus.Schott.Ha 12932-2,,,
metadata,score format,item,XyayZhMR,,Full Score,
metadata,score format,item,guXbuHaq,,Parts,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,editorial annotation,item,eNyFmkHC,,fingering,
statements,editorial annotation,item,UJ57Ew5y,,musical phrasing,
statements,editorial annotation,item,eSzqVmee,,crescendo,
statements,editorial annotation,item,SRaiiKJr,,decrescendo,
statements,editorial annotation,item,TWwN9yoM,,string harmonic,
statements,editorial annotation,item,48ukXYmB,,articulation,
statements,provenance,item,KkB2M6Gx,,Bavarian State Library,
statements,keyword,item,Gx3B7DJH,,early music,
statements,keyword,item,Rn2iLGJr,,period composition,
statements,keyword,item,Qw4zjHnS,,dance music,
statements,keyword,item,4Jjg5FwX,,string music,
statements,instrumentation,item,2nFJpnZ8,,cello,
statements,instrumentation,item,PyGNLcfw,,piano,
statements,agent,statement,nWt9kEyw,,Alfredo Piatti,YvQmwaaW||
statements,agent,statement,AV8ufSdP,,Casa Ricordi,7tdgMgre|CBAqGowo|1852
statements,agent,statement,DDH7fEFM,,Anonymous,oMERLdSN||
