category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,"Twenty elementary and progressive vocalises : op. 15bis : with Italian words : for the medium of the voice, the same transposed for alto",,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,16004260,,,
metadata,FAAM manifestation ID,id,UTL-31763973,,,
metadata,call number,string,MT885 .M324 op.15 1899,,,
metadata,score format,item,FYtu6ya8,,Music Treatise,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,editorial annotation,item,eSzqVmee,,crescendo,
statements,editorial annotation,item,SRaiiKJr,,decrescendo,
statements,editorial annotation,item,2qoBxv5j,,performance practice,
statements,editorial annotation,item,aAsRZoVk,,breath mark,
statements,editorial annotation,item,kxAqh9HR,,tempo primo,
statements,editorial annotation,item,3TH8dCwg,,accelerando,
statements,editorial annotation,item,m9rNaSAR,,rallentando,
statements,editorial annotation,item,EXzrp8XT,,ossia,
statements,editorial annotation,item,93GDD9ND,,ornament,
statements,provenance,item,DwfPL64F,,University of Toronto Libraries,
statements,keyword,item,Mk25KX72,,music theory,
statements,keyword,item,ZS9h3s2q,,vocal pedagogy,
statements,keyword,item,NkfcVjHM,,music education,
statements,instrumentation,item,NFAxdnVA,,voice,
statements,instrumentation,item,PyGNLcfw,,piano,
statements,agent,statement,NmUZYjP7,,G. Schirmer Inc.,7tdgMgre|j3uWLALG|1899
statements,agent,statement,aSEajUXE,,Salvatore Marchesi,YvQmwaaW||
