category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Miserere : (Psalm 50) ; für Doppelchor u. Soli ; op. 26,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,16005044,,,
metadata,FAAM manifestation ID,id,BSB-991078976969707356,,,
metadata,call number,string,4 Mus.pr. 33841,,,
metadata,score format,item,XyayZhMR,,Full Score,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,editorial annotation,item,E4rhHet3,,instrument call,
statements,editorial annotation,item,HKyA3Qzz,,dynamic,
statements,editorial annotation,item,ieqEGEHo,,messa di voce,
statements,editorial annotation,item,eSzqVmee,,crescendo,
statements,editorial annotation,item,SRaiiKJr,,decrescendo,
statements,editorial annotation,item,j3tnVzW5,,diminuendo,
statements,editorial annotation,item,ZGsPMhbm,,plainchant transcription,
statements,editorial annotation,item,8N6k5W5i,,accidental,
statements,editorial annotation,item,QyAptNqX,,ritardando,
statements,editorial annotation,item,aAsRZoVk,,breath mark,
statements,provenance,item,KkB2M6Gx,,Bavarian State Library,
statements,keyword,item,ZMpsLcpT,,Cecilian Movement,
statements,keyword,item,Rn2iLGJr,,period composition,
statements,keyword,item,YVdQHjKd,,choral music,
statements,instrumentation,item,nJY8Xxwz,,choir,
statements,instrumentation,item,NFAxdnVA,,voice,
statements,agent,statement,BhzTmsge,,Franz Wüllner,YvQmwaaW||
statements,agent,statement,XoovAvRj,,Musikverlag August Cranz,7tdgMgre|HbLDHjBx|1867
