category,faam_property,type,value,base_url,label
metadata,label,string,Fernand Lauweryns,,
metadata,label,string,Fernand Lauweryns,,
metadata,description,string,Belgian music publisher,,
metadata,nodegoat_id,id,16005754,,
metadata,aliases,string,Fernand Jacques Telesphon Lauweryns,,
metadata,aliases,string,Fernand Lauweryns,,
metadata,qid,externalid,Q135437708,http://wwww.wikidata.org/entity/,
statements,RISM ID,externalid,people/30064795,https://rism.online/,
statements,date of birth,date,1882-01-05,,
statements,instance of,item,ZwquHrbe,,human
statements,instance of,item,2fXfbLCV,,music publishing company
statements,role,item,GBgJfRbK,,publishing company
statements,related to,item,FSduWvy5,,early music
statements,occupation,item,K6gPySVi,,music publisher
statements,sex or gender,item,VAnkqco6,,male
statements,nationality,item,QbfXawnE,,Belgium
statements,place of birth,item,9k2MygHr,,City of Brussels
