category,faam_property,type,value,base_url,label
metadata,label,string,Henri Geul,,
metadata,description,string,,,
metadata,nodegoat_id,id,0,,
metadata,qid,externalid,Q43120187,http://wwww.wikidata.org/entity/,
statements,date of birth,date,1829-10-17,,
statements,date of death,date,1895-04-28,,
statements,instance of,item,ZwquHrbe,,human
statements,occupation,item,PUmeYeCQ,,musician
statements,occupation,item,dg4VBYfA,,cellist
statements,sex or gender,item,VAnkqco6,,male
statements,place of birth,item,kAwbRn4p,,Krefeld
statements,place of death,item,6w2JR532,,Dordrecht
statements,instrument,item,4oyT6BBG,,cello
statements,instrument,item,ZzdCbB2M,,trumpet
statements,instrument,item,XTrkzryj,,tuba
