category,faam_property,type,value,label,qualifiers
metadata,label,string,Concerto N° 1 : en Ut mineur pour Deux Violons avec accompagnement de quintette et piano ou clavecin,,
metadata,description,string,,,
metadata,nodegoat_id,id,15992562,,
metadata,FAAM manifestation ID,id,KCG-000331957,,
metadata,call number,string,SEC 4-(1),,
metadata,score format,item,ktjyHrtb,Full Score,
metadata,score format,item,g5WgfTuF,Parts,
metadata,score complexity,item,iTQMfTAE,Mechanical print,
statements,date,date,1913,,
statements,handwritten annotation,item,EgH6igGS,signature,
statements,handwritten annotation,item,eviEKifd,dynamic,
statements,handwritten annotation,item,CPJ2a2C2,articulation,
statements,handwritten annotation,item,3ts8CrNB,musical phrasing,
statements,handwritten annotation,item,HXG9NWiG,bowing,
statements,provenance,item,hQcqj8e8,Royal Conservatory of Ghent,
statements,keyword,item,FSduWvy5,early music,
statements,keyword,item,MaWnCnVw,arrangement,
statements,keyword,item,65rhe5Po,concerto,
statements,instrumentation,item,VZE4bgeN,violin,
statements,instrumentation,item,GoXpNrsh,piano,
statements,musical work,item,Fp5sBoaT,"Concerto for Violin and Oboe in C minor, BWV 1060R",
statements,agent,statement,5gmtYvyb,Émile Wambach,45qo3Fj3||
statements,agent,statement,QhRQ5LW9,Johann Sebastian Bach,fkHJwpoD||
statements,role,item,45qo3Fj3,music editor,
statements,role,item,2ZAuwsSp,conductor,
statements,role,item,fkHJwpoD,composer,
