category,faam_property,type,value,label,qualifiers
metadata,label,string,1re Suite,,
metadata,description,string,,,
metadata,nodegoat_id,id,15992353,,
metadata,FAAM manifestation ID,id,KCA-030902146916,,
metadata,call number,string,MM-TP-BENOI-conte1-1,,
metadata,score format,item,mrQyCLJX,Polyphonic Parts,
metadata,score complexity,item,iTQMfTAE,Mechanical print,
statements,editorial annotation,item,WtvibJFF,accent,
statements,editorial annotation,item,Di2mC26w,engage pedal,
statements,editorial annotation,item,NFazQXR2,release pedal,
statements,editorial annotation,item,YCgBhPNn,octave sign,
statements,handwritten annotation,item,eHYWo9ba,translation,
statements,handwritten annotation,item,UDva945b,crescendo,
statements,handwritten annotation,item,e9t5BdLA,decrescendo,
statements,handwritten annotation,item,5fpte3tE,vertical break,
statements,handwritten annotation,item,VMA2AmEN,performance practice,
statements,handwritten annotation,item,6cyBEJLr,fingering,
statements,handwritten annotation,item,YWfofDz3,bounding,
statements,handwritten annotation,item,SnxsnGvi,deletion,
statements,handwritten annotation,item,eviEKifd,dynamic,
statements,handwritten annotation,item,bZxRjBKt,brackets,
statements,provenance,item,6vrn9seu,Royal Conservatory of Antwerp,
statements,keyword,item,2HBuTSVV,ballade,
statements,keyword,item,jvhZafsd,piano cycle,
statements,instrumentation,item,GoXpNrsh,piano,
statements,musical work,item,JpQ4iY5H,"Contes et Ballades, Op.34",
statements,agent,statement,BkX9pctu,Jean Baptiste Katto,GBgJfRbK|9k2MygHr|
statements,agent,statement,3NyookEG,Anonymous,GoiPpGap||
statements,agent,statement,73vECvez,Peter Benoit,fkHJwpoD||
statements,role,item,GBgJfRbK,publishing company,
statements,role,item,GoiPpGap,performing artist,
statements,role,item,fkHJwpoD,composer,
statements,place,item,9k2MygHr,City of Brussels,
