category,faam_property,type,value,base_url,label
metadata,label,string,Mily Balakirev,,
metadata,description,string,"Russian composer, pianist, and conductor (1837-1910)",,
metadata,nodegoat_id,id,0,,
metadata,qid,externalid,Q185040,http://wwww.wikidata.org/entity/,
statements,VIAF ID,externalid,61730949,https://viaf.org/viaf/,
statements,RISM ID,externalid,people/50042395,https://rism.online/,
statements,IMSLP ID,externalid,"Category:Balakirev,_Mily",https://imslp.org/wiki/,
statements,date of birth,date,1836-12-21,,
statements,date of birth,date,1836-12-31,,
statements,date of death,date,1910-05-16,,
statements,instance of,item,ZwquHrbe,,human
statements,occupation,item,KZLqHwSf,,composer
statements,occupation,item,2KT5AU2p,,conductor
statements,occupation,item,Ygb8LLjd,,pedagogue
statements,occupation,item,YYyZX3aY,,musicologist
statements,occupation,item,RHfvaKqY,,pianist
statements,occupation,item,6XD3homi,,music educator
statements,sex or gender,item,VAnkqco6,,male
statements,nationality,item,WKTLcAet,,Russian Empire
statements,place of birth,item,L3srVUUy,,Nizhny Novgorod
statements,place of death,item,AzqRtNds,,Saint Petersburg
statements,instrument,item,GoXpNrsh,,piano
statements,influenced by,item,5AouJ7jv,,
statements,educated at,item,AiwhS5Wd,,Kazan Imperial University
statements,educated at,item,fxgy4qMm,,Nizhny Novgorod Institute of nobility
statements,employer,item,KZD8ejkf,,Saint Petersburg – Warsaw Railway
statements,employer,item,XSEQsy78,,Saint Petersburg Court Capella
statements,employer,item,oJAofXRM,,Free Music School
