category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,"24 Stücke : für Pianoforte / Domenico Scarlatti ; revidirt, mit Fingersatz versehen und in Form von Suiten geordnet von Alessandro Longo.",,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,16005152,,,
metadata,FAAM manifestation ID,id,SML-22722,,,
metadata,call number,string,M24 .S286L,,,
metadata,score format,item,ZQLNVHnN,,Polyphonic Parts,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,sections,html,"<h2>Suite I</h2>
<ol>
<li>K.11</li>
<li>K.2</li>
<li>K.159</li>
<h2>Suite II</h2>
<li>K.551</li>
<li>unknown</li>
<li>K.545</li>
<h2>Suite III</h2>
<li>K.19</li>
<li>K.17</li>
<li>K.519</li>
<h2>Suite IV</h2>
<li>K.26</li>
<li>K.5</li>
<li>K.533</li>
<h2>Suite V</h2>
<li>K.517</li>
<li>K.44</li>
<li>K.18</li>
<h2>Suite VI</h2>
<li>K.12</li>
<li>K.544</li>
<li>K.241</li>
<h2>Suite VII</h2>
<li>K.14</li>
<li>K.27</li>
<li>K.477</li>
<h2>Suite VIII</h2>
<li>K.25</li>
<li>K.430</li>
<li>K.24</li>
</ol>",,,
statements,editorial annotation,item,eNyFmkHC,,fingering,
statements,editorial annotation,item,eSzqVmee,,crescendo,
statements,editorial annotation,item,SRaiiKJr,,decrescendo,
statements,editorial annotation,item,48ukXYmB,,articulation,
statements,editorial annotation,item,6fQyHcwz,,accent,
statements,editorial annotation,item,HKyA3Qzz,,dynamic,
statements,editorial annotation,item,mkCY9LDD,,tempo,
statements,editorial annotation,item,EXzrp8XT,,ossia,
statements,editorial annotation,item,2qoBxv5j,,performance practice,
statements,editorial annotation,item,nTx2RkTQ,,trill,
statements,editorial annotation,item,DEL3dtgx,,sforzando,
statements,editorial annotation,item,7WfWytMV,,ritenuto,
statements,editorial annotation,item,7XBG3iZJ,,legato,
statements,editorial annotation,item,K4TocMAK,,slur,
statements,editorial annotation,item,kxAqh9HR,,tempo primo,
statements,provenance,item,SzVumnmW,,Sibley Music Library,
statements,keyword,item,Gx3B7DJH,,early music,
statements,keyword,item,RtkoMT89,,sonata,
statements,keyword,item,WiBZjkbR,,arrangement,
statements,keyword,item,FDSkv45i,,piano sonata,
statements,instrumentation,item,PyGNLcfw,,piano,
statements,musical work,item,FELxTbej,,"Keyboard Sonata in C minor, K.11",
statements,musical work,item,VuSjJQzj,,"Keyboard Sonata in G major, K.2",
statements,musical work,item,C3yy7VKT,,"Keyboard Sonata in C major, K.159",
statements,musical work,item,9iCZWFnx,,"Keyboard Sonata in B-flat major, K.551",
statements,musical work,item,8SKwUNox,,"Keyboard Sonata in B-flat major, K.545",
statements,musical work,item,BhtLighL,,"Keyboard Sonata in F minor, K.19",
statements,musical work,item,3E7PqLiY,,"Keyboard Sonata in F major, K.17",
statements,musical work,item,hXDHrCXH,,"Keyboard Sonata in F minor, K.519",
statements,musical work,item,Vk8JV7ow,,"Keyboard Sonata in A major, K.26",
statements,musical work,item,STg3Uysd,,"Keyboard Sonata in D minor, K.5",
statements,musical work,item,Z56GR4x7,,"Keyboard Sonata in A major, K.533",
statements,musical work,item,357ntWL4,,"Keyboard Sonata in D minor, K.517",
statements,musical work,item,Tf8w3zMs,,"Keyboard Sonata in F major, K.44",
statements,musical work,item,EMUQTmGM,,"Keyboard Sonata in D minor, K.18",
statements,musical work,item,nUNzzvyU,,"Keyboard Sonata in G minor, K.12",
statements,musical work,item,dJWjJo32,,"Keyboard Sonata in B-flat major, K.544",
statements,musical work,item,JRsJdaCi,,"Keyboard Sonata in G major, K.241",
statements,musical work,item,TYQqGgsx,,"Keyboard Sonata in B minor, K.27",
statements,musical work,item,DvJ3bpUT,,"Keyboard Sonata in G major, K.477",
statements,musical work,item,BWv8f3xb,,"Keyboard Sonata in F-sharp minor, K.25",
statements,musical work,item,QrZt6tiH,,"Keyboard Sonata in D major, K.430",
statements,musical work,item,EiKxgscr,,"Keyboard Sonata in A major, K.24",
statements,agent,statement,PXYCpRXf,,Domenico Scarlatti,YvQmwaaW||
statements,agent,statement,5gAsc3pE,,Alessandro Longo,6UPEJgTQ|mSVELu4H|1897
statements,agent,statement,4DVjqtyz,,Daniel Rahter,7tdgMgre||
