category,faam_property,type,value,label,qualifiers
metadata,label,string,6 suites : pour violoncelle seul,,
metadata,description,string,,,
metadata,nodegoat_id,id,16005601,,
metadata,FAAM manifestation ID,id,KCA-030901199361,,
metadata,call number,string,MM-SC-BACH-suite6-1,,
metadata,score format,item,g5WgfTuF,Parts,
metadata,score complexity,item,iTQMfTAE,Mechanical print,
statements,date,date,1918,,
statements,editorial annotation,item,HXG9NWiG,bowing,
statements,editorial annotation,item,J6ERsasy,metronome mark,
statements,editorial annotation,item,3ts8CrNB,musical phrasing,
statements,editorial annotation,item,CPJ2a2C2,articulation,
statements,editorial annotation,item,UDva945b,crescendo,
statements,editorial annotation,item,6cyBEJLr,fingering,
statements,editorial annotation,item,eviEKifd,dynamic,
statements,editorial annotation,item,e9t5BdLA,decrescendo,
statements,editorial annotation,item,UfinksVv,ossia,
statements,editorial annotation,item,VMA2AmEN,performance practice,
statements,handwritten annotation,item,SnxsnGvi,deletion,
statements,handwritten annotation,item,oPdg4LDz,slur,
statements,handwritten annotation,item,CPJ2a2C2,articulation,
statements,handwritten annotation,item,6cyBEJLr,fingering,
statements,handwritten annotation,item,HXG9NWiG,bowing,
statements,handwritten annotation,item,EgH6igGS,signature,
statements,provenance,item,6vrn9seu,Royal Conservatory of Antwerp,
statements,keyword,item,PcrwVYSM,cello music,
statements,keyword,item,4Ug7EdNp,suite,
statements,keyword,item,FSduWvy5,early music,
statements,keyword,item,MaWnCnVw,arrangement,
statements,instrumentation,item,4oyT6BBG,cello,
statements,musical work,item,5Tv2yEi3,Cello Suites,
statements,agent,statement,QhRQ5LW9,Johann Sebastian Bach,fkHJwpoD||
statements,agent,statement,LaAgXzwK,Éditions Durand,GBgJfRbK|GDeKaNeC|1918
statements,agent,statement,UV8VNTzh,Jef Alpaerts,GoiPpGap||
statements,agent,statement,9vvmm6en,Fernand Pollain,45qo3Fj3||
statements,role,item,fkHJwpoD,composer,
statements,role,item,GBgJfRbK,publishing company,
statements,role,item,GoiPpGap,performing artist,
statements,role,item,45qo3Fj3,music editor,
statements,place,item,GDeKaNeC,Laboratoire de Chimie des Processus Biologiques,
