category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Traité d'Harmonisation du Chant Gregorien,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,15992715,,,
metadata,FAAM manifestation ID,id,KCA-KGR9426,,,
metadata,call number,string,KGR,,,
metadata,score format,item,FYtu6ya8,,Music Treatise,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,editorial annotation,item,ZGsPMhbm,,plainchant transcription,
statements,editorial annotation,item,UJ57Ew5y,,musical phrasing,
statements,editorial annotation,item,2qoBxv5j,,performance practice,
statements,provenance,item,2C9Fy8H6,,Heritage Library Royal Conservatoire Antwerp,
statements,keyword,item,Mk25KX72,,music theory,
statements,keyword,item,AC7hDY3Z,,plainsong,
statements,keyword,item,ZMpsLcpT,,Cecilian Movement,
statements,instrumentation,item,NFAxdnVA,,voice,
statements,agent,statement,5rZmZPuR,,Amédée Gastoué,YvQmwaaW||
statements,agent,statement,axRs2osF,,Janin frères,7tdgMgre|bbhvKkZo|1910
