category,faam_property,type,value,label,qualifiers
metadata,label,string,Ouverture de Montano et Stephanie : arrangée pour piano forte prix 3e Cor,,
metadata,description,string,,,
metadata,nodegoat_id,id,15992606,,
metadata,FAAM manifestation ID,id,KCG-000334887,,
metadata,call number,string,II 14870,,
metadata,score format,item,mrQyCLJX,Polyphonic Parts,
metadata,score format,item,g5WgfTuF,Parts,
metadata,score complexity,item,iTQMfTAE,Mechanical print,
statements,provenance,item,hQcqj8e8,Royal Conservatory of Ghent,
statements,keyword,item,FHTHb7Dq,overture,
statements,keyword,item,hxYumS2J,opera,
statements,keyword,item,MaWnCnVw,arrangement,
statements,keyword,item,HwcYgL5C,salon music,
statements,instrumentation,item,GoXpNrsh,piano,
statements,instrumentation,item,VZE4bgeN,violin,
statements,musical work,item,EJh9zzZE,Montano et Stephanie,
statements,agent,statement,NZyRvv74,Henri Montan Berton,fkHJwpoD||
statements,role,item,fkHJwpoD,composer,
