category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,"15 dreistimmige Inventionen : für Violine, Viola (oder Violine II) und Violoncell mit Stricharten und Fingersatz versehen und als Unterrichtsmaterial für das Zusammenspiel",,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,15992688,,,
metadata,FAAM manifestation ID,id,KCG-000332135,,,
metadata,call number,string,DS-503,,,
metadata,score format,item,guXbuHaq,,Parts,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,editorial annotation,item,jP8px5zn,,bowing,
statements,editorial annotation,item,EqtAuzbH,,metronome mark,
statements,editorial annotation,item,mkCY9LDD,,tempo,
statements,editorial annotation,item,eSzqVmee,,crescendo,
statements,editorial annotation,item,48ukXYmB,,articulation,
statements,editorial annotation,item,eNyFmkHC,,fingering,
statements,editorial annotation,item,SRaiiKJr,,decrescendo,
statements,editorial annotation,item,HKyA3Qzz,,dynamic,
statements,editorial annotation,item,H9peVKU2,,Rehearsal letter,
statements,editorial annotation,item,ZnCCVfkb,,mordent,
statements,editorial annotation,item,j3tnVzW5,,diminuendo,
statements,editorial annotation,item,nTx2RkTQ,,trill,
statements,editorial annotation,item,6fQyHcwz,,accent,
statements,provenance,item,7jH33jwQ,,Library Royal Conservatoire Ghent,
statements,keyword,item,Gx3B7DJH,,early music,
statements,keyword,item,WiBZjkbR,,arrangement,
statements,keyword,item,4Jjg5FwX,,string music,
statements,keyword,item,bwTDuKBF,,invention,
statements,keyword,item,NkfcVjHM,,music education,
statements,instrumentation,item,G8tgNnWV,,violin,
statements,instrumentation,item,K9mQeF4d,,viola,
statements,instrumentation,item,2nFJpnZ8,,cello,
statements,musical work,item,nPUFzXPm,,"15 Inventions, BWV 772-786",
statements,agent,statement,dUpngPy6,,"Fr. Kistner & C. F. W. Siegel, Musikverlag und Sortiment",7tdgMgre|4GU7NjmQ|
statements,agent,statement,GecAsFfL,,Johann Sebastian Bach,YvQmwaaW||
statements,agent,statement,JeP64hYU,,Richard Hofmann,YvQmwaaW||
