category,faam_property,type,value,label,qualifiers
metadata,label,string,Le chef d'armée = Il condotierro,,
metadata,description,string,,,
metadata,nodegoat_id,id,15992276,,
metadata,FAAM manifestation ID,id,KCA-030902499422,,
metadata,call number,string,MM-LEPP-MOESS-chefdar-1,,
metadata,score format,item,ktjyHrtb,Full Score,
metadata,score complexity,item,iTQMfTAE,Mechanical print,
statements,handwritten annotation,item,eHYWo9ba,translation,
statements,provenance,item,6vrn9seu,Royal Conservatory of Antwerp,
statements,keyword,item,fQLeQtvy,song cycle,
statements,musical work,item,9jBasJV4,Songs and Dances of Death,
statements,agent,statement,Tmgjn2jz,Nikolai Rimsky-Korsakov,fkHJwpoD||
statements,agent,statement,YACTZmya,Vasily Bessel,GBgJfRbK|GDeKaNeC|
statements,agent,statement,3NyookEG,Anonymous,ipShXcQo||
statements,agent,statement,hJVLQpp8,Modest Petrovich Mussorgsky,fkHJwpoD||
statements,role,item,fkHJwpoD,composer,
statements,role,item,GBgJfRbK,publishing company,
statements,role,item,ipShXcQo,librettist,
statements,role,item,fkHJwpoD,composer,
statements,place,item,GDeKaNeC,Laboratoire de Chimie des Processus Biologiques,
