category,faam_property,type,value,base_url,label
metadata,label,string,Jean-Baptiste Moreau,,
metadata,description,string,French composer,,
metadata,nodegoat_id,id,0,,
metadata,qid,externalid,Q1684675,http://wwww.wikidata.org/entity/,
statements,VIAF ID,externalid,39575167,https://viaf.org/viaf/,
statements,RISM ID,externalid,people/30011997,https://rism.online/,
statements,IMSLP ID,externalid,"Category:Moreau,_Jean-Baptiste",https://imslp.org/wiki/,
statements,date of birth,date,1656-01-01,,
statements,date of death,date,1733-08-24,,
statements,instance of,item,ZwquHrbe,,human
statements,occupation,item,KZLqHwSf,,composer
statements,sex or gender,item,VAnkqco6,,male
statements,nationality,item,Eqo9Fq2n,,France
statements,place of birth,item,4dcWe82a,,Charente
statements,place of death,item,NTVdRo4W,,Paris
