category,faam_property,type,value,base_url,label
metadata,label,string,Maddalena Laura Sirmen,,
metadata,description,string,Italian composer (1745–1818),,
metadata,aliases,string,Maddalena Laura Lombardini Sirmen,,
metadata,aliases,string,Maddalena Laura Lombardini,,
metadata,aliases,string,Maddalena Laura Sirmen,,
metadata,qid,externalid,Q454061,http://wwww.wikidata.org/entity/,
metadata,nodegoat_id,id,15995871,,
statements,VIAF ID,externalid,61777937,https://viaf.org/viaf/,
statements,RISM ID,externalid,people/30003093,https://rism.online/,
statements,IMSLP ID,externalid,"Category:Sirmen,_Maddalena_Laura",https://imslp.org/wiki/,
statements,date of birth,date,1735-12-09,,
statements,date of death,date,1818-05-18,,
statements,instance of,item,aJeJBesD,,human
statements,occupation,item,5aTYuVxp,,composer
statements,sex or gender,item,KsQFUkWz,,female
statements,nationality,item,eYiHyUu4,,Republic of Venice
statements,place of birth,item,CgZzMq22,,Venice
statements,place of death,item,CgZzMq22,,Venice
statements,instrument,item,G8tgNnWV,,violin
statements,influenced by,item,icZbBdJS,,Giuseppe Tartini
