category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Ueber das Dirigiren katholischer Kirchenmusik nebst Bemerkungen über den Gesangsunterricht &c.,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,16005029,,,
metadata,FAAM manifestation ID,id,BSB-991081984929707356,,,
metadata,call number,string,4 Mus.th. 375,,,
metadata,score format,item,FYtu6ya8,,Music Treatise,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,provenance,item,KkB2M6Gx,,Bavarian State Library,
statements,keyword,item,Gx3B7DJH,,early music,
statements,keyword,item,ZMpsLcpT,,Cecilian Movement,
statements,keyword,item,TKrPz99q,,historically informed performance,
statements,instrumentation,item,NFAxdnVA,,voice,
statements,agent,statement,UJq8vYVd,,Franz Xaver Witt,YvQmwaaW||
statements,agent,statement,8RjeFw2P,,Friedrich Pustet KG,7tdgMgre||
