category,faam_property,type,value,label,qualifiers
metadata,label,string,2e suite,,
metadata,description,string,,,
metadata,nodegoat_id,id,15992357,,
metadata,FAAM manifestation ID,id,KCA-030902146999,,
metadata,call number,string,MM-TP-BENOI-conte2-1,,
metadata,score format,item,mrQyCLJX,Polyphonic Parts,
metadata,score complexity,item,iTQMfTAE,Mechanical print,
statements,sections,html,"[h=1]2me Suite[/h]
<ol>
<li> Ballade </li>
<li> Conte </li>
<li> Ballade </li>
</ol>",,
statements,editorial annotation,item,WtvibJFF,accent,
statements,editorial annotation,item,CPJ2a2C2,articulation,
statements,editorial annotation,item,NsEoE4RP,musical expression,
statements,handwritten annotation,item,5fpte3tE,vertical break,
statements,handwritten annotation,item,XutP4SZN,chronometry,
statements,handwritten annotation,item,CPJ2a2C2,articulation,
statements,handwritten annotation,item,VMA2AmEN,performance practice,
statements,handwritten annotation,item,6cyBEJLr,fingering,
statements,handwritten annotation,item,TN2gP3Pq,Messa di voce,
statements,provenance,item,6vrn9seu,Royal Conservatory of Antwerp,
statements,keyword,item,2HBuTSVV,ballade,
statements,keyword,item,jvhZafsd,piano cycle,
statements,instrumentation,item,GoXpNrsh,piano,
statements,musical work,item,JpQ4iY5H,"Contes et Ballades, Op.34",
statements,agent,statement,73vECvez,Peter Benoit,fkHJwpoD||
statements,agent,statement,BkX9pctu,Jean Baptiste Katto,GBgJfRbK|9k2MygHr|
statements,agent,statement,3NyookEG,Anonymous,GoiPpGap||
statements,role,item,fkHJwpoD,composer,
statements,role,item,GBgJfRbK,publishing company,
statements,role,item,GoiPpGap,performing artist,
statements,place,item,9k2MygHr,City of Brussels,
