category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,"Stabat mater: motetto a otto voci reali, da capella ; scuola romana, 1555",,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,15992763,,,
metadata,FAAM manifestation ID,id,BSB-991100556509707356,,,
metadata,call number,string,4 Mus.pr. 64372,,,
metadata,score format,item,XyayZhMR,,Full Score,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,editorial annotation,item,7XBG3iZJ,,legato,
statements,editorial annotation,item,UJ57Ew5y,,musical phrasing,
statements,editorial annotation,item,JXYgRRuc,,musica ficta,
statements,editorial annotation,item,8N6k5W5i,,accidental,
statements,provenance,item,KkB2M6Gx,,Bavarian State Library,
statements,keyword,item,Gx3B7DJH,,early music,
statements,keyword,item,YVdQHjKd,,choral music,
statements,keyword,item,J9FXU5XV,,Venetian polychoral style,
statements,keyword,item,ZMpsLcpT,,Cecilian Movement,
statements,instrumentation,item,NFAxdnVA,,voice,
statements,instrumentation,item,nJY8Xxwz,,choir,
statements,musical work,item,4cGZC6bC,,"Stabat Mater, IGP 90",
statements,agent,statement,nHfR4BAi,,Giovanni Pierluigi da Palestrina,YvQmwaaW||
statements,agent,statement,gMpSya7p,,Alexandre-Étienne Choron,6UPEJgTQ||1806
