category,faam_property,type,value,label,qualifiers
metadata,label,string,"Méthode de violon divisée en 3 parties, op. 102",,
metadata,description,string,,,
metadata,nodegoat_id,id,16004317,,
metadata,FAAM manifestation ID,id,BNF-428466571,,
metadata,call number,string,VM8 C-28,,
metadata,score format,item,ifXZogMQ,Music Treatise,
metadata,score complexity,item,iTQMfTAE,Mechanical print,
statements,note,html,Several diagrams and engravings about posture and violin.,,
statements,editorial annotation,item,euCa8A2S,string,
statements,editorial annotation,item,Wpq9sxzm,solmization,
statements,editorial annotation,item,B6QDYYs9,tactus subdivision,
statements,editorial annotation,item,X6bVrZbx,diagram,
statements,editorial annotation,item,6cyBEJLr,fingering,
statements,provenance,item,Y7xwGJo8,Bibliothèque nationale de France,
statements,keyword,item,9farY66Z,music education,
statements,keyword,item,QFnkBYdA,string music,
statements,keyword,item,MG4DHx65,method,
statements,instrumentation,item,VZE4bgeN,violin,
statements,musical work,item,Pkef3RPz,"Violin Concerto in D major, Op. 61",
statements,agent,statement,TYtCu3ys,Charles Auguste de Bériot,fkHJwpoD||
statements,agent,statement,JEZ5AweR,Schott Music,GBgJfRbK|GDeKaNeC|
statements,role,item,fkHJwpoD,composer,
statements,role,item,GBgJfRbK,publishing company,
statements,place,item,GDeKaNeC,Laboratoire de Chimie des Processus Biologiques,
