category,faam_property,type,value,base_url,label
metadata,label,string,Gustave Michiels,,
metadata,label,string,Gustave Michiels,,
metadata,description,string,Belgian conductor (1861-1911),,
metadata,nodegoat_id,id,15996262,,
metadata,aliases,string,Gustave Michiels,,
metadata,qid,externalid,Q18414262,http://wwww.wikidata.org/entity/,
statements,VIAF ID,externalid,66889041,https://viaf.org/viaf/,
statements,RISM ID,externalid,people/30071403,https://rism.online/,
statements,IMSLP ID,externalid,"Category:Michiels,_Gustave",https://imslp.org/wiki/,
statements,date of birth,date,1845-08-20,,
statements,date of death,date,1911-11-18,,
statements,instance of,item,ZwquHrbe,,human
statements,occupation,item,2KT5AU2p,,conductor
statements,occupation,item,KZLqHwSf,,composer
statements,sex or gender,item,VAnkqco6,,male
statements,nationality,item,QbfXawnE,,Belgium
statements,place of birth,item,c84owCWQ,,Ixelles - Elsene
statements,place of death,item,9k2MygHr,,City of Brussels
