category,faam_property,type,value,base_url,label
metadata,label,string,Christian Theodor Weinlig,,
metadata,description,string,German composer and conductor,,
metadata,nodegoat_id,id,0,,
metadata,qid,externalid,Q65815,http://wwww.wikidata.org/entity/,
statements,VIAF ID,externalid,47026112,https://viaf.org/viaf/,
statements,RISM ID,externalid,people/127820,https://rism.online/,
statements,date of birth,date,1780-07-25,,
statements,date of death,date,1842-03-07,,
statements,instance of,item,ZwquHrbe,,human
statements,occupation,item,KZLqHwSf,,composer
statements,occupation,item,2KT5AU2p,,conductor
statements,occupation,item,iTUB2E3m,,choir director
statements,occupation,item,YYyZX3aY,,musicologist
statements,occupation,item,6XD3homi,,music educator
statements,occupation,item,DhJCdBQn,,lawyer
statements,sex or gender,item,VAnkqco6,,male
statements,nationality,item,EjofKZsr,,Kingdom of Saxony
statements,place of birth,item,MCyXT4P3,,Dresden
statements,place of death,item,GKcJxAtt,,Leipzig
statements,influenced by,item,CFTt6erC,,
statements,influenced by,item,6LF7QVv2,,
