category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Convoluut Dubar B319,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,15992551,,,
metadata,FAAM manifestation ID,id,KCA-030902518940,,,
metadata,call number,string,MM-DUBP-FAURE-berce-1,,,
metadata,score format,item,guXbuHaq,,Parts,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,handwritten annotation,item,7qCCArxX,,signature,
statements,handwritten annotation,item,eNyFmkHC,,fingering,
statements,handwritten annotation,item,HKyA3Qzz,,dynamic,
statements,handwritten annotation,item,93GDD9ND,,ornament,
statements,handwritten annotation,item,hJoKsjEm,,variation,
statements,handwritten annotation,item,EXzrp8XT,,ossia,
statements,handwritten annotation,item,jP8px5zn,,bowing,
statements,provenance,item,2C9Fy8H6,,Heritage Library Royal Conservatoire Antwerp,
statements,instrumentation,item,2nFJpnZ8,,cello,
statements,musical work,item,TW9BVMNB,,"Berceuse, Op. 16",
statements,musical work,item,QSdFGdpv,,"7 Mélodies, Op.32",
statements,musical work,item,E9VnhwMt,,3 Pieces for Cello and Piano,
statements,musical work,item,gazEhtuX,,"10 Pièces de genre, Op.10",
statements,musical work,item,6byr5oG6,,Kinderszenen,
statements,musical work,item,ZJut946q,,"12 Klavierstücke für kleine und große Kinder, Op.85",
statements,musical work,item,DwruefQK,,"2 Morceaux, Op.38",
statements,musical work,item,62naNRmC,,Cello Suites,
statements,musical work,item,UiwS67vV,,Canzone Napolitana,
statements,musical work,item,4TfTjHb7,,"Nocturnes, Op. 9",
statements,musical work,item,Ai5WMYpD,,"Romance sans paroles, Op.23",
statements,musical work,item,ka26Qjy5,,The Carnival of the Animals,
statements,musical work,item,ZeKPzwZ5,,Kol Nidrei,
statements,musical work,item,4TujQub5,,"Im Walde Suite, Op.50",
statements,musical work,item,iztUXi9W,,"3 Stücke, Op.62",
statements,musical work,item,ShXcjx3S,,"Elfentanz, Op.39",
statements,musical work,item,WeGMsLoN,,"Tarantella, Op.33",
statements,musical work,item,jvPp2PgH,,"Gavotte No.2, Op.23",
statements,musical work,item,aQCPiS8X,,"3 Pieces, Op.11",
statements,musical work,item,86NdzWvY,,"Scenes from a Masked Ball, Op.3",
statements,musical work,item,4cAAHECR,,"6 Pieces for Cello and Piano, Op.26",
statements,musical work,item,HXSw9Yya,,"Cavatina, Op.41",
statements,musical work,item,XcKft2Rw,,"6 Leichte Stücke, Op.32",
statements,musical work,item,Z9hmnAn7,,"Sérénade, Op.7",
statements,musical work,item,bT2cMQaT,,Chanson d'amour,
statements,musical work,item,NxDTB2Xy,,"Manfred, Op.115",
statements,musical work,item,iv7gLUFk,,"Pietà, Signore",
statements,musical work,item,exyTTsgG,,30 Melodies,
statements,musical work,item,DsBYytCm,,"Mass, Op.12",
statements,musical work,item,L3FsJMEq,,Ave Maria,
statements,agent,statement,mqpTBfp2,,Camille Saint-Saëns,YvQmwaaW||
statements,agent,statement,7FTvdvo6,,Karl Davydov,YvQmwaaW||
statements,agent,statement,8EpC6dQ6,,Frédéric Chopin,YvQmwaaW||
statements,agent,statement,GbqX2j2Y,,Cesare A. Casella,YvQmwaaW||
statements,agent,statement,GecAsFfL,,Johann Sebastian Bach,YvQmwaaW||
statements,agent,statement,2TucE7F9,,Robert Schumann,YvQmwaaW||
statements,agent,statement,GsCCwH8o,,Gabriel Fauré,YvQmwaaW||
statements,agent,statement,KChV7zcZ,,Jean Gabriel Marie,YvQmwaaW||
statements,agent,statement,ez5MUfiE,,César Cui,YvQmwaaW||
statements,agent,statement,5PuKvYa3,,Jules Massenet,YvQmwaaW||
statements,agent,statement,hXVVRcWL,,Léa Fauquel,oMERLdSN||
statements,agent,statement,gwmSxNpA,,Max Bruch,YvQmwaaW||
statements,agent,statement,QGLAMynm,,David Popper,YvQmwaaW||
statements,agent,statement,WMMn7pt6,,Julius Sachs,YvQmwaaW||
statements,agent,statement,Lvp6G9Z3,,Joseph Hollman,YvQmwaaW||
statements,agent,statement,2xdjPXtz,,Gabriel Pierné,YvQmwaaW||
statements,agent,statement,gGDDnuWi,,Alfred Moffat,YvQmwaaW||
statements,agent,statement,WT5t4PfA,,Oscar Schmidt,YvQmwaaW||
statements,agent,statement,5F6uGb6k,,Julius Klengel,YvQmwaaW||
statements,agent,statement,CWKiEvvh,,Franz Schubert,YvQmwaaW||
statements,agent,statement,5MMa69Kf,,Johann Nepomuk Hummel,YvQmwaaW||
statements,agent,statement,g3BAmejW,,John Field,YvQmwaaW||
statements,agent,statement,icZbBdJS,,Giuseppe Tartini,YvQmwaaW||
statements,agent,statement,TZfafBBe,,Ludwig van Beethoven,YvQmwaaW||
statements,agent,statement,LLpPqfa8,,Wolfgang Amadeus Mozart,YvQmwaaW||
statements,agent,statement,C3NTYuH8,,Christoph Willibald von Gluck,YvQmwaaW||
statements,agent,statement,BHzSccaL,,George Frideric Handel,YvQmwaaW||
statements,agent,statement,9UFKY99S,,Berthold Tours,YvQmwaaW||
statements,agent,statement,iY78UHRF,,César Franck,YvQmwaaW||
statements,agent,statement,myeBxemb,,Charles Gounod,YvQmwaaW||
