category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Album Musica N. 30,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,16005369,,,
metadata,FAAM manifestation ID,id,ORP-20143703p10,,,
metadata,call number,string,KTS1 H.11.map.003,,,
metadata,score format,item,XyayZhMR,,Full Score,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,sections,html,"<ul>
<li>Berceuse - W.Junker</li>
<li>Daria - Georges Marty</li>
<li>La Croisade des enfants - Gabriel Pierné</li>
<li>La Coccinelle - Camille Saint-Saens</li>
<li>Réponse a Manon - Ernest Gillet</li>
<li>Petit Patapon - Julien Trill</li>
<li>La Petite Bohème - Henri Hirchmann</li>
<li>Valse des Graces - G.-E. Peiffer</li>
</ul>",,,
statements,editorial annotation,item,kxAqh9HR,,tempo primo,
statements,editorial annotation,item,m9rNaSAR,,rallentando,
statements,editorial annotation,item,mkCY9LDD,,tempo,
statements,editorial annotation,item,SRaiiKJr,,decrescendo,
statements,editorial annotation,item,eSzqVmee,,crescendo,
statements,editorial annotation,item,EqtAuzbH,,metronome mark,
statements,handwritten annotation,item,7qCCArxX,,signature,
statements,provenance,item,U7DY6oXy,,Orpheus Institute,
statements,instrumentation,item,PyGNLcfw,,piano,
statements,instrumentation,item,NFAxdnVA,,voice,
statements,agent,statement,csnuFiRq,,Various authors,6UPEJgTQ||
statements,agent,statement,DDH7fEFM,,Anonymous,9QaFAsRL||
statements,agent,statement,YycKSZBw,,Pierre Lafitte,7tdgMgre|dtkJhYLf|03-1905
statements,agent,statement,UKFh22Sf,,Album Musica,7tdgMgre|dtkJhYLf|
