category,faam_property,type,value,label,qualifiers
metadata,label,string,Récréations musicales : collection d'airs variés et fantaisies pour la flûte sur des thêmes choisis parmi les plus beaux airs nationaux et les motifs favoris des compositeurs célèbres,,
metadata,description,string,,,
metadata,nodegoat_id,id,16004003,,
metadata,FAAM manifestation ID,id,KCG-000370144,,
metadata,call number,string,"A1461 (bis2), A1461 (12)",,
metadata,score format,item,g5WgfTuF,Parts,
metadata,score complexity,item,iTQMfTAE,Mechanical print,
statements,editorial annotation,item,WT9AcUBt,tempo,
statements,editorial annotation,item,MCVLnYka,espressivo,
statements,editorial annotation,item,eviEKifd,dynamic,
statements,editorial annotation,item,A4NPbBsi,ornament,
statements,editorial annotation,item,WtvibJFF,accent,
statements,editorial annotation,item,CPJ2a2C2,articulation,
statements,editorial annotation,item,6sMfgEow,rinforzando,
statements,editorial annotation,item,UDva945b,crescendo,
statements,editorial annotation,item,d2uUDsVY,variation,
statements,editorial annotation,item,e9t5BdLA,decrescendo,
statements,editorial annotation,item,B7WuhvkL,fermata,
statements,editorial annotation,item,iWuVLJam,rallentando,
statements,editorial annotation,item,c5cZmF37,decrescendo,
statements,editorial annotation,item,DqMNcjpW,trill,
statements,provenance,item,hQcqj8e8,Royal Conservatory of Ghent,
statements,related item,item,GoXpNrsh,piano,
statements,related item,item,MV3uErvy,flute,
statements,related item,item,JGR5Pepj,Vincenzo Bellini,
statements,related item,item,98W5cKAM,Ludwig van Beethoven,
statements,related item,item,PgChiKQz,La straniera,
statements,related item,item,MC3zkBjR,music of Venice,
statements,keyword,item,HwcYgL5C,salon music,
statements,keyword,item,MaWnCnVw,arrangement,
statements,keyword,item,U5dHgcL4,theme and variation,
statements,instrumentation,item,MV3uErvy,flute,
statements,musical work,item,ixybZAFD,"Récréations musicales, Op.65",
statements,agent,statement,MbXCYU7Y,Louis Lahou,GBgJfRbK|9k2MygHr|
statements,agent,statement,NCUrhkez,Jean-Louis Tulou,fkHJwpoD||
statements,role,item,GBgJfRbK,publishing company,
statements,role,item,fkHJwpoD,composer,
statements,place,item,9k2MygHr,City of Brussels,
