category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Dimanche,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,16005453,,,
metadata,FAAM manifestation ID,id,ORP-20143700p4,,,
metadata,call number,string,KTS1 H.11.map.006,,,
metadata,score format,item,XyayZhMR,,Full Score,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,note,html,"L'Illustration, N. 3124
L'Illustration, N. 3124",,,
statements,provenance,item,U7DY6oXy,,Orpheus Institute,
statements,keyword,item,8eHc2EdM,,song,
statements,instrumentation,item,PyGNLcfw,,piano,
statements,instrumentation,item,NFAxdnVA,,voice,
statements,agent,statement,GsCCwH8o,,Gabriel Fauré,YvQmwaaW||
statements,agent,statement,9JZUardt,,L'Illustration,7tdgMgre|dtkJhYLf|10-01-1903
statements,agent,statement,9JZUardt,,L'Illustration,7tdgMgre|dtkJhYLf|
