category,faam_property,type,value,base_url,label
metadata,label,string,Jean-Baptiste Lully,,
metadata,label,string,Jean-Baptiste Lully,,
metadata,description,string,Italian-born French composer (1632–1687),,
metadata,id,id,2Myfzcub,,
metadata,nodegoat_id,id,16004283,,
metadata,aliases,string,Giovanni Battista Lulli,,
metadata,aliases,string,Lulli,,
metadata,aliases,string,Jean-Baptiste Lully,,
metadata,qid,externalid,Q1192,http://wwww.wikidata.org/entity/,
statements,VIAF ID,externalid,13099537,https://viaf.org/viaf/,
statements,RISM ID,externalid,people/132446,https://rism.online/,
statements,IMSLP ID,externalid,"Category:Lully,_Jean-Baptiste",https://imslp.org/wiki/,
statements,date of birth,date,1632-11-28,,
statements,date of death,date,1687-03-22,,
statements,instance of,item,ZwquHrbe,,human
statements,role,item,fkHJwpoD,,composer
statements,related to,item,FSduWvy5,,early music
statements,occupation,item,KZLqHwSf,,composer
statements,sex or gender,item,VAnkqco6,,male
statements,nationality,item,Eqo9Fq2n,,France
statements,nationality,item,DKMie5vK,,Kingdom of France
statements,nationality,item,FnKGfNg6,,Grand Duchy of Tuscany
statements,place of birth,item,8Xy54PC2,,Florence
statements,place of death,item,NTVdRo4W,,Paris
statements,instrument,item,VZE4bgeN,,violin
statements,influenced by,item,cqjDGo2X,,
statements,influenced by,item,WL3yw3qG,,
statements,influenced by,item,RRafeXCc,,
resources,image,image,Jean-Baptiste_Lully.jpeg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/,
