category,faam_property,type,value,label,qualifiers
metadata,label,string,Sanga. La Chanson du Grain,,
metadata,description,string,,,
metadata,nodegoat_id,id,16005595,,
metadata,FAAM manifestation ID,id,ORP-20143988p92,,
metadata,call number,string,KTS1 H.11.map.008,,
metadata,score format,item,ktjyHrtb,Full Score,
metadata,score complexity,item,iTQMfTAE,Mechanical print,
statements,note,html,"L'Illustration, N.",,
statements,date,date,02-01-1909,,
statements,provenance,item,TrYWxDhL,Orpheus Institute,
statements,keyword,item,hxYumS2J,opera,
statements,instrumentation,item,GoXpNrsh,piano,
statements,instrumentation,item,KJkThvsq,voice,
statements,agent,statement,2Q9rgnPT,Isidore de Lara,fkHJwpoD||
statements,agent,statement,Ui7C9eZU,L'Illustration,GBgJfRbK|GDeKaNeC|02-01-1909
statements,role,item,fkHJwpoD,composer,
statements,role,item,GBgJfRbK,publishing company,
statements,place,item,GDeKaNeC,Laboratoire de Chimie des Processus Biologiques,
