category,faam_property,type,value,base_url,label
metadata,label,string,Samuel Rousseau,,
metadata,label,string,Samuel Rousseau,,
metadata,description,string,French composer (1853-1904),,
metadata,id,id,MfRiAhGX,,
metadata,nodegoat_id,id,16005324,,
metadata,aliases,string,Samuel-Alexandre Rousseau,,
metadata,aliases,string,Samuel Rousseau,,
metadata,qid,externalid,Q382431,http://wwww.wikidata.org/entity/,
statements,VIAF ID,externalid,42107229,https://viaf.org/viaf/,
statements,RISM ID,externalid,people/67079,https://rism.online/,
statements,IMSLP ID,externalid,"Category:Rousseau,_Samuel_Alexandre",https://imslp.org/wiki/,
statements,date of birth,date,1853-06-11,,
statements,date of death,date,1904-10-01,,
statements,instance of,item,ZwquHrbe,,human
statements,occupation,item,KZLqHwSf,,composer
statements,occupation,item,Mk6HJN99,,music critic
statements,occupation,item,9joWzZuU,,opera composer
statements,occupation,item,2KT5AU2p,,conductor
statements,sex or gender,item,VAnkqco6,,male
statements,nationality,item,Eqo9Fq2n,,France
statements,place of birth,item,LkfroUuP,,Neuve-Maison
statements,place of death,item,NTVdRo4W,,Paris
statements,influenced by,item,eShK9Xad,,César Franck
statements,educated at,item,NA5EnjbE,,Conservatoire de Paris
resources,image,image,Samuel_Rousseau.JPEG,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/,
