category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,"Quentin Durward : opéra comique en 3 actes : trio chanté par MM. Jourdan, Faure et Barrielle",,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,15992495,,,
metadata,FAAM manifestation ID,id,KCA-030902587564,,,
metadata,call number,string,MM-ZP-GEVAE-quentin-1,,,
metadata,score format,item,XyayZhMR,,Full Score,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,handwritten annotation,item,AB4X4hGP,,translation,
statements,handwritten annotation,item,UMravioT,,alternative lyrics,
statements,provenance,item,2C9Fy8H6,,Heritage Library Royal Conservatoire Antwerp,
statements,keyword,item,7AXGCpck,,opera,
statements,keyword,item,WiBZjkbR,,arrangement,
statements,keyword,item,LmDaVvmF,,reduction,
statements,keyword,item,jvLF4xd6,,medievalism,
statements,keyword,item,mGvrzsgB,,salon music,
statements,instrumentation,item,NFAxdnVA,,voice,
statements,instrumentation,item,PyGNLcfw,,piano,
statements,musical work,item,o8oZL9Vx,,Quentin Durward,
statements,agent,statement,DDH7fEFM,,Anonymous,6UPEJgTQ||
statements,agent,statement,bDTxxMMK,,François-Auguste Gevaert,YvQmwaaW||
