category,faam_property,type,value,base_url,label
metadata,label,string,Hafez,,
metadata,label,string,Hafez,,
metadata,description,string,Persian poet and mystic,,
metadata,nodegoat_id,id,15996234,,
metadata,aliases,string,Khāja Shamsu Dīn Muhammad Hāfez-e Shīrāzī,,
metadata,aliases,string,Ḥāfiz,,
metadata,aliases,string,Shamsoddin Mohammad Hafez-e Shirazi,,
metadata,aliases,string,Ḥāfeẓ,,
metadata,aliases,string,Moḥammed Shams od-Dīn Ḥafeẓ,,
metadata,aliases,string,Ḥāfiẓ,,
metadata,aliases,string,of Shiraz Šams-al-Din Moḥammad,,
metadata,aliases,string,Ḥāfiẓ Shīrāzī,,
metadata,aliases,string,Shams al-Dīn Muḥammad Shīrāzī,,
metadata,aliases,string,Shams-ud-Din Mohammed,,
metadata,aliases,string,Moḥammed Šams al-Dīn Ḥafeẓ,,
metadata,aliases,string,Hafiz,,
metadata,aliases,string,Khafiz,,
metadata,aliases,string,Hafis,,
metadata,aliases,string,Haafiz,,
metadata,aliases,string,Häfiz,,
metadata,aliases,string,Anacreon of Persia,,
metadata,aliases,string,Hafez,,
metadata,qid,externalid,Q6240,http://wwww.wikidata.org/entity/,
statements,VIAF ID,externalid,56731778,https://viaf.org/viaf/,
statements,RISM ID,externalid,people/30048075,https://rism.online/,
statements,IMSLP ID,externalid,Category:Ḥāfiẓ,https://imslp.org/wiki/,
statements,date of birth,date,1326-01-01,,
statements,date of death,date,1389,,
statements,instance of,item,ZwquHrbe,,human
statements,occupation,item,WF4NSijn,,poet
statements,occupation,item,hNwBKzRd,,lyricist
statements,occupation,item,HFXn6pSD,,writer
statements,sex or gender,item,VAnkqco6,,male
statements,nationality,item,dYR9Lz5H,,Muzaffarids of Iran
statements,nationality,item,29kbMdjY,,Timurid Empire
statements,place of birth,item,A4jTrnoc,,Shiraz
statements,place of death,item,A4jTrnoc,,Shiraz
