category,faam_property,type,value,label,qualifiers
metadata,label,string,Minuet varié,,
metadata,description,string,,,
metadata,nodegoat_id,id,15992536,,
metadata,FAAM manifestation ID,id,KCA-030902928321,,
metadata,call number,string,UM-TP-MORTE-menue-1,,
metadata,score format,item,mrQyCLJX,Polyphonic Parts,
metadata,score complexity,item,iTQMfTAE,Mechanical print,
statements,date,date,04-09-1916,,
statements,editorial annotation,item,WtvibJFF,accent,
statements,editorial annotation,item,Di2mC26w,engage pedal,
statements,editorial annotation,item,NFazQXR2,release pedal,
statements,editorial annotation,item,WuWcWk4u,ritenuto,
statements,editorial annotation,item,AeKhRWCB,tempo primo,
statements,handwritten annotation,item,jCuFYGDc,ink stamp,
statements,handwritten annotation,item,6cyBEJLr,fingering,
statements,provenance,item,6vrn9seu,Royal Conservatory of Antwerp,
statements,related item,item,dctBiMh5,Minuet varié,
statements,keyword,item,UGSpFRmF,piano music,
statements,keyword,item,Hrim2pA7,minuet,
statements,instrumentation,item,GoXpNrsh,piano,
statements,agent,statement,DDcUGWuh,Lodewijk Mortelmans,fkHJwpoD|Ba3nT5xs|04-09-1916
statements,agent,statement,3NyookEG,Anonymous,GoiPpGap||
statements,role,item,fkHJwpoD,composer,
statements,role,item,GoiPpGap,performing artist,
statements,place,item,Ba3nT5xs,Antwerp,
