category,faam_property,type,value,base_url,label
metadata,label,string,Josina van Aerssen,,
metadata,label,string,Josina van Aerssen,,
metadata,description,string,Dutch composer,,
metadata,id,id,a8ERxiqE,,
metadata,nodegoat_id,id,15995882,,
metadata,aliases,string,Josina Anna Petronella van Aerssen,,
metadata,aliases,string,Josina van Aerssen,,
metadata,qid,externalid,Q4001568,http://wwww.wikidata.org/entity/,
statements,VIAF ID,externalid,34787193,https://viaf.org/viaf/,
statements,RISM ID,externalid,people/30011931,https://rism.online/,
statements,date of birth,date,1733-01-03,,
statements,date of death,date,1797-09-03,,
statements,instance of,item,ZwquHrbe,,human
statements,occupation,item,KZLqHwSf,,composer
statements,occupation,item,6s9hSDHe,,lady-in-waiting
statements,sex or gender,item,ge9ACHGn,,female
statements,nationality,item,9pCnLtrM,,Dutch Republic
statements,place of birth,item,EmMG4HwD,,The Hague
statements,place of death,item,9T48q4GP,,IJsselstein
resources,image,image,Josina_van_Boetzelaer_door_Izaäk_Schmidt.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/,
