category,faam_property,type,value,label,qualifiers
metadata,label,string,Tramway. Galop Brillant. - Op. 37,,
metadata,description,string,,,
metadata,nodegoat_id,id,16005399,,
metadata,FAAM manifestation ID,id,ORP-20143702p17,,
metadata,call number,string,KTS1 H.11.map.004,,
metadata,score format,item,mrQyCLJX,Polyphonic Parts,
metadata,score complexity,item,iTQMfTAE,Mechanical print,
statements,editorial annotation,item,9iGipYaN,glissando,
statements,handwritten annotation,item,SnxsnGvi,deletion,
statements,provenance,item,TrYWxDhL,Orpheus Institute,
statements,keyword,item,4ZvdnZdj,programme music,
statements,instrumentation,item,GoXpNrsh,piano,
statements,agent,statement,JaMqLved,Louis Gobbaerts,fkHJwpoD||
statements,agent,statement,3NyookEG,Anonymous,GoiPpGap||
statements,agent,statement,JEZ5AweR,Schott Music,GBgJfRbK|9k2MygHr|
statements,role,item,fkHJwpoD,composer,
statements,role,item,GoiPpGap,performing artist,
statements,role,item,GBgJfRbK,publishing company,
statements,place,item,9k2MygHr,City of Brussels,
