category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Couperin's Werke / Teil 2 / hrsg. von Johannes Brahms,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,15992797,,,
metadata,FAAM manifestation ID,id,SUH-819290521,,,
metadata,call number,string,"M B/1813: 2,4",,,
metadata,score format,item,ZQLNVHnN,,Polyphonic Parts,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,editorial annotation,item,6hfQXjrV,,bookplate,
statements,editorial annotation,item,93GDD9ND,,ornament,
statements,editorial annotation,item,2qoBxv5j,,performance practice,
statements,provenance,item,X5Rv9Bh5,,Hamburg State and University Library Carl von Ossietzky,
statements,keyword,item,QHAoKPG8,,solo,
statements,keyword,item,Gx3B7DJH,,early music,
statements,keyword,item,Qw4zjHnS,,dance music,
statements,keyword,item,T9uNf9Ax,,prelude,
statements,keyword,item,NkfcVjHM,,music education,
statements,instrumentation,item,L9szjsBt,,keyboard instrument,
statements,instrumentation,item,Q8MBQBw7,,harpsichord,
statements,musical work,item,c3xhJ6iT,,L'art de toucher le clavecin,
statements,agent,statement,B7BWZfyU,,Johannes Brahms,6UPEJgTQ||1871
statements,agent,statement,UVT9Scs8,,Friedrich Chrysander,9QaFAsRL||1871
statements,agent,statement,hEdrUvf9,,François Couperin,YvQmwaaW|dtkJhYLf|1713
