category,faam_property,type,value,base_url,label
metadata,label,string,Antonio Bernacchi,,
metadata,label,string,Antonio Bernacchi,,
metadata,description,string,Italian opera singer (1685-1756),,
metadata,id,id,ETUtPT6p,,
metadata,nodegoat_id,id,15995852,,
metadata,aliases,string,Antonio Bernacchi,,
metadata,qid,externalid,Q599911,http://wwww.wikidata.org/entity/,
statements,VIAF ID,externalid,5250697,https://viaf.org/viaf/,
statements,RISM ID,externalid,people/30004918,https://rism.online/,
statements,date of birth,date,1685-06-21,,
statements,date of death,date,1756-03-01,,
statements,instance of,item,ZwquHrbe,,human
statements,role,item,fkHJwpoD,,composer
statements,related to,item,Vm5DPnGE,,vocal pedagogy
statements,occupation,item,fkNftdFp,,singer
statements,occupation,item,BWMmyi3x,,aesthetician
statements,sex or gender,item,VAnkqco6,,male
statements,nationality,item,7isyBsAv,,Italy
statements,place of birth,item,RZra3Qhj,,Bologna
statements,place of death,item,RZra3Qhj,,Bologna
statements,instrument,item,KJkThvsq,,voice
resources,image,image,Busto_di_Antonio_Bernacchi.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/,
