category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Etudes. Cah. II.,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,16005446,,,
metadata,FAAM manifestation ID,id,ORP-20143701p13,,,
metadata,call number,string,KTS1 H.11.map.005,,,
metadata,score format,item,ZQLNVHnN,,Polyphonic Parts,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,note,html,"Resource available on IMSLP: https://imslp.org/wiki/60_Selected_Studies_(Cramer,_Johann_Baptist)",,,
statements,provenance,item,U7DY6oXy,,Orpheus Institute,
statements,keyword,item,NkfcVjHM,,music education,
statements,instrumentation,item,PyGNLcfw,,piano,
statements,agent,statement,M6KEUnk9,,Johann Baptist Cramer,YvQmwaaW||
