category,faam_property,type,value,label,qualifiers
metadata,label,string,Variations Brillantes : sur un thême du Pirate de Bellini : composées pour la Flûte avec accomp.t de Quatuor ou Piano : Op: 10.,,
metadata,description,string,,,
metadata,nodegoat_id,id,15992744,,
metadata,FAAM manifestation ID,id,KCG-000340395,,
metadata,call number,string,DS4650,,
metadata,score format,item,ktjyHrtb,Full Score,
metadata,score complexity,item,iTQMfTAE,Mechanical print,
statements,provenance,item,hQcqj8e8,Royal Conservatory of Ghent,
statements,keyword,item,U5dHgcL4,theme and variation,
statements,keyword,item,MaWnCnVw,arrangement,
statements,keyword,item,HwcYgL5C,salon music,
statements,keyword,item,6kwYh3HH,chamber music,
statements,keyword,item,hxYumS2J,opera,
statements,keyword,item,KWVSVF8L,exoticism,
statements,instrumentation,item,MV3uErvy,flute,
statements,instrumentation,item,GoXpNrsh,piano,
statements,musical work,item,NN5Un68r,Il pirata,
statements,agent,statement,UgZy7qja,Émile Wambach,GBgJfRbK|GDeKaNeC|
statements,agent,statement,9GTFA3qw,Charles Cottignies,fkHJwpoD||
statements,agent,statement,JGR5Pepj,Vincenzo Bellini,fkHJwpoD||
statements,role,item,GBgJfRbK,publishing company,
statements,role,item,fkHJwpoD,composer,
statements,role,item,fkHJwpoD,composer,
statements,place,item,GDeKaNeC,Laboratoire de Chimie des Processus Biologiques,
