category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,"25 études, op. 100",,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,16002621,,,
metadata,FAAM manifestation ID,id,KCA-030901832342,,,
metadata,call number,string,MM-TPO-BURGM-stud100-1,,,
metadata,score format,item,ZQLNVHnN,,Polyphonic Parts,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,editorial annotation,item,EqtAuzbH,,metronome mark,
statements,editorial annotation,item,m9rNaSAR,,rallentando,
statements,editorial annotation,item,eNyFmkHC,,fingering,
statements,handwritten annotation,item,2qoBxv5j,,performance practice,
statements,handwritten annotation,item,eSzqVmee,,crescendo,
statements,handwritten annotation,item,AB4X4hGP,,translation,
statements,handwritten annotation,item,eNyFmkHC,,fingering,
statements,handwritten annotation,item,NRsZG792,,bounding,
statements,handwritten annotation,item,jLreunkg,,tenuto,
statements,handwritten annotation,item,bTYqbr5b,,pointer,
statements,handwritten annotation,item,7XBG3iZJ,,legato,
statements,handwritten annotation,item,PprjdkHE,,vertical break,
statements,handwritten annotation,item,6fQyHcwz,,accent,
statements,provenance,item,2C9Fy8H6,,Heritage Library Royal Conservatoire Antwerp,
statements,keyword,item,Fs2ZbaMQ,,étude,
statements,keyword,item,fCPKhUxw,,piano music,
statements,keyword,item,NkfcVjHM,,music education,
statements,instrumentation,item,PyGNLcfw,,piano,
statements,musical work,item,CBdTRbZr,,"25 Études faciles et progressives, Op.100",
statements,agent,statement,hpHV6YiB,,Friedrich Burgmüller,YvQmwaaW||
statements,agent,statement,DDH7fEFM,,Anonymous,oMERLdSN||
statements,agent,statement,X8CowJzi,,Schott Music,7tdgMgre|4g8XzGFP|
