category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,"Grand trio pour violon, alto et violoncelle",,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,16004383,,,
metadata,FAAM manifestation ID,id,KCA-KMT175228,,,
metadata,call number,string,KMT,,,
metadata,score format,item,guXbuHaq,,Parts,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,editorial annotation,item,6fQyHcwz,,accent,
statements,editorial annotation,item,48ukXYmB,,articulation,
statements,editorial annotation,item,eSzqVmee,,crescendo,
statements,editorial annotation,item,HKyA3Qzz,,dynamic,
statements,editorial annotation,item,QyAptNqX,,ritardando,
statements,editorial annotation,item,kxAqh9HR,,tempo primo,
statements,editorial annotation,item,mkCY9LDD,,tempo,
statements,editorial annotation,item,SRaiiKJr,,decrescendo,
statements,editorial annotation,item,QfLRrJ2B,,rinforzando,
statements,handwritten annotation,item,gb6MiJbD,,ink stamp,
statements,provenance,item,2C9Fy8H6,,Heritage Library Royal Conservatoire Antwerp,
statements,keyword,item,2h2SFxjw,,trio,
statements,keyword,item,4Jjg5FwX,,string music,
statements,keyword,item,mGvrzsgB,,salon music,
statements,instrumentation,item,G8tgNnWV,,violin,
statements,instrumentation,item,K9mQeF4d,,viola,
statements,instrumentation,item,2nFJpnZ8,,cello,
statements,agent,statement,giGMGFod,,Antoine Bessems,||
statements,agent,statement,25bLvjC3,,Henry Lemoine,7tdgMgre|dtkJhYLf|
