category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,"La Musica Che si Canta Annualmente nelle Funzioni della Settimana Santa, nella Cappella Pontificia",,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,15992761,,,
metadata,FAAM manifestation ID,id,SLD-512657440,,,
metadata,call number,string,Mus.1.D.500,,,
metadata,score format,item,XyayZhMR,,Full Score,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,editorial annotation,item,8N6k5W5i,,accidental,
statements,handwritten annotation,item,HKyA3Qzz,,dynamic,
statements,handwritten annotation,item,ieqEGEHo,,messa di voce,
statements,handwritten annotation,item,eSzqVmee,,crescendo,
statements,handwritten annotation,item,SRaiiKJr,,decrescendo,
statements,handwritten annotation,item,j3tnVzW5,,diminuendo,
statements,handwritten annotation,item,UMravioT,,alternative lyrics,
statements,handwritten annotation,item,gaLrAUbu,,deletion,
statements,handwritten annotation,item,JXYgRRuc,,musica ficta,
statements,handwritten annotation,item,eyeEqhAF,,largo,
statements,handwritten annotation,item,mkCY9LDD,,tempo,
statements,handwritten annotation,item,mhohuJYG,,cut,
statements,provenance,item,FcNNEYgX,,Saxon State Library,
statements,keyword,item,ZMpsLcpT,,Cecilian Movement,
statements,keyword,item,Gx3B7DJH,,early music,
statements,keyword,item,Jz7WgRXa,,polyphony,
statements,keyword,item,J9FXU5XV,,Venetian polychoral style,
statements,keyword,item,YVdQHjKd,,choral music,
statements,keyword,item,BdJHjaCE,,liturgical music,
statements,keyword,item,ik3NwdWW,,motet,
statements,keyword,item,7UGJWsQF,,Marian hymn,
statements,instrumentation,item,nJY8Xxwz,,choir,
statements,instrumentation,item,NFAxdnVA,,voice,
statements,musical work,item,4cGZC6bC,,"Stabat Mater, IGP 90",
statements,musical work,item,biERyymK,,Fratres ego enim accepi,
statements,musical work,item,XodFa392,,Miserere,
statements,musical work,item,aEzb7pgQ,,"Popule meus, IGP 76",
statements,musical work,item,n8Jsg8rS,,"Miserere, IGA 2",
statements,agent,statement,ZQSVUDec,,Robert Bremner,7tdgMgre||1771
statements,agent,statement,52Wbu2Fo,,Charles Burney,6UPEJgTQ||1771
statements,agent,statement,RVtkmyF4,,Gregorio Allegri,YvQmwaaW||
statements,agent,statement,UWqEBAcB,,Tommaso Bai,YvQmwaaW||
statements,agent,statement,nHfR4BAi,,Giovanni Pierluigi da Palestrina,YvQmwaaW||
