category,faam_property,type,value,label,qualifiers
metadata,label,string,"Charlotte Corday: entre acte, valse de la scène de bal",,
metadata,description,string,,,
metadata,nodegoat_id,id,15992324,,
metadata,FAAM manifestation ID,id,KCA-030902126744,,
metadata,call number,string,MM-OO-BENOI-charlot-78,,
metadata,score format,item,g5WgfTuF,Parts,
metadata,score complexity,item,iTQMfTAE,Mechanical print,
metadata,score complexity,item,THYV2oLw,Manuscript sketch,
statements,editorial annotation,item,A4NPbBsi,ornament,
statements,editorial annotation,item,NsEoE4RP,musical expression,
statements,editorial annotation,item,WT9AcUBt,tempo,
statements,handwritten annotation,item,SnxsnGvi,deletion,
statements,handwritten annotation,item,HXG9NWiG,bowing,
statements,handwritten annotation,item,5fpte3tE,vertical break,
statements,handwritten annotation,item,Rxa2vGNJ,repeat sign,
statements,handwritten annotation,item,kmMxdth8,bar number,
statements,handwritten annotation,item,bsgSL8K5,Rehearsal letter,
statements,handwritten annotation,item,jCuFYGDc,ink stamp,
statements,handwritten annotation,item,EgH6igGS,signature,
statements,handwritten annotation,item,JnGFsz6r,pointer,
statements,handwritten annotation,item,4PAdXGNC,alternative melody,
statements,handwritten annotation,item,eviEKifd,dynamic,
statements,handwritten annotation,item,gSHSbZQr,instrument call,
statements,provenance,item,6vrn9seu,Royal Conservatory of Antwerp,
statements,keyword,item,hxYumS2J,opera,
statements,keyword,item,FHTHb7Dq,overture,
statements,instrumentation,item,g7hgtzmM,orchestra,
statements,musical work,item,gvB7xdLy,Charlotte Corday,
statements,agent,statement,3NyookEG,Anonymous,2ZAuwsSp||
statements,agent,statement,3NyookEG,Anonymous,GoiPpGap||
statements,agent,statement,73vECvez,Peter Benoit,fkHJwpoD||
statements,role,item,2ZAuwsSp,conductor,
statements,role,item,GoiPpGap,performing artist,
statements,role,item,fkHJwpoD,composer,
