category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,"Kammersuite : für Streichorchester oder Streichquartett, op. 69",,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,15992332,,,
metadata,FAAM manifestation ID,id,KCA-030902813853,,,
metadata,call number,string,MM-OS-UNGER-kammers-19,,,
metadata,score format,item,guXbuHaq,,Parts,
metadata,score format,item,XyayZhMR,,Full Score,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,handwritten annotation,item,8N6k5W5i,,accidental,
statements,handwritten annotation,item,gaLrAUbu,,deletion,
statements,handwritten annotation,item,jP8px5zn,,bowing,
statements,handwritten annotation,item,PprjdkHE,,vertical break,
statements,handwritten annotation,item,DawBtzdU,,solmization,
statements,handwritten annotation,item,7XBG3iZJ,,legato,
statements,handwritten annotation,item,aAsRZoVk,,breath mark,
statements,handwritten annotation,item,NRsZG792,,bounding,
statements,handwritten annotation,item,HKyA3Qzz,,dynamic,
statements,handwritten annotation,item,ieqEGEHo,,messa di voce,
statements,handwritten annotation,item,eSzqVmee,,crescendo,
statements,handwritten annotation,item,SRaiiKJr,,decrescendo,
statements,handwritten annotation,item,JwqBvu9Z,,fermata,
statements,handwritten annotation,item,TLaaNgbw,,chronometry,
statements,handwritten annotation,item,QeqFpJLJ,,underline,
statements,handwritten annotation,item,hJoKsjEm,,variation,
statements,provenance,item,2C9Fy8H6,,Heritage Library Royal Conservatoire Antwerp,
statements,keyword,item,UM7y2NCo,,chamber music,
statements,keyword,item,Y5VdxeTi,,suite,
statements,instrumentation,item,G8tgNnWV,,violin,
statements,instrumentation,item,K9mQeF4d,,viola,
statements,instrumentation,item,2nFJpnZ8,,cello,
statements,instrumentation,item,i6ZUL4z4,,double bass,
statements,agent,statement,8FF7aNKs,,Hermann Unger,YvQmwaaW||
statements,agent,statement,DDH7fEFM,,Anonymous,oMERLdSN||
statements,agent,statement,DDH7fEFM,,Anonymous,AcFWzeQH||
