category,faam_property,type,value,base_url,label
metadata,label,string,Gustavo Carulli,,
metadata,label,string,Gustavo Carulli,,
metadata,description,string,Italian-French musician 1801-76,,
metadata,id,id,kjkGW8Td,,
metadata,nodegoat_id,id,15995620,,
metadata,aliases,string,Gustavo Carulli,,
metadata,qid,externalid,Q27468365,http://wwww.wikidata.org/entity/,
statements,VIAF ID,externalid,7653174,https://viaf.org/viaf/,
statements,RISM ID,externalid,people/30021546,https://rism.online/,
statements,IMSLP ID,externalid,"Category:Carulli,_Gustavo",https://imslp.org/wiki/,
statements,date of birth,date,1801-06-15,,
statements,date of death,date,1876-10-27,,
statements,instance of,item,ZwquHrbe,,human
statements,role,item,fkHJwpoD,,composer
statements,related to,item,Vm5DPnGE,,vocal pedagogy
statements,occupation,item,KZLqHwSf,,composer
statements,occupation,item,6XD3homi,,music educator
statements,sex or gender,item,VAnkqco6,,male
statements,nationality,item,7isyBsAv,,Italy
statements,nationality,item,Eqo9Fq2n,,France
statements,nationality,item,QbfXawnE,,Belgium
statements,place of birth,item,93omka7i,,Livorno
statements,place of death,item,7Seu8RXR,,Boulogne-sur-Mer
statements,instrument,item,ESwP43qy,,guitar
statements,employer,item,dqzZNPaF,,Royal Conservatory of Ghent
resources,image,image,,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/,
