category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Allegro con fuoco,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,15992289,,,
metadata,FAAM manifestation ID,id,KCA-030902125514,,,
metadata,call number,string,MM-MS-DEBOE-allegro-1,,,
metadata,score format,item,ZQLNVHnN,,Polyphonic Parts,
metadata,score complexity,item,KxvTqqX5,,Manuscript sketch,
statements,handwritten annotation,item,HKyA3Qzz,,dynamic,
statements,handwritten annotation,item,7XBG3iZJ,,legato,
statements,handwritten annotation,item,8N6k5W5i,,accidental,
statements,handwritten annotation,item,gaLrAUbu,,deletion,
statements,handwritten annotation,item,2qoBxv5j,,performance practice,
statements,handwritten annotation,item,E4rhHet3,,instrument call,
statements,handwritten annotation,item,iZiYk6VC,,organ stop,
statements,handwritten annotation,item,eSzqVmee,,crescendo,
statements,provenance,item,2C9Fy8H6,,Heritage Library Royal Conservatoire Antwerp,
statements,keyword,item,WgWRP5cq,,organ music,
statements,instrumentation,item,8cygiHEB,,organ,
statements,musical work,item,iU7rbTo2,,Allegro con fuoco,
statements,agent,statement,UnrnLejN,,August De Boeck,YvQmwaaW||1897
