category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,"Sonate F dur : für Pianoforte und Horn, op.17",,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,15992741,,,
metadata,FAAM manifestation ID,id,KCA-030904770226,,,
metadata,call number,string,MM-BH-BEETH-sonat17-2,,,
metadata,score format,item,XyayZhMR,,Full Score,
metadata,score format,item,guXbuHaq,,Parts,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,handwritten annotation,item,2qoBxv5j,,performance practice,
statements,handwritten annotation,item,atGzytDR,,affect,
statements,handwritten annotation,item,HKyA3Qzz,,dynamic,
statements,handwritten annotation,item,ieqEGEHo,,messa di voce,
statements,handwritten annotation,item,BUfQmokL,,energico,
statements,handwritten annotation,item,eSzqVmee,,crescendo,
statements,handwritten annotation,item,SRaiiKJr,,decrescendo,
statements,handwritten annotation,item,H9peVKU2,,Rehearsal letter,
statements,handwritten annotation,item,kxAqh9HR,,tempo primo,
statements,handwritten annotation,item,gaLrAUbu,,deletion,
statements,handwritten annotation,item,3TH8dCwg,,accelerando,
statements,handwritten annotation,item,mhohuJYG,,cut,
statements,handwritten annotation,item,7WfWytMV,,ritenuto,
statements,handwritten annotation,item,TUdHPWU8,,alternative melody,
statements,handwritten annotation,item,aAsRZoVk,,breath mark,
statements,handwritten annotation,item,eNyFmkHC,,fingering,
statements,handwritten annotation,item,NRsZG792,,bounding,
statements,handwritten annotation,item,6fQyHcwz,,accent,
statements,handwritten annotation,item,QGRAMUu8,,repeat sign,
statements,provenance,item,2C9Fy8H6,,Heritage Library Royal Conservatoire Antwerp,
statements,keyword,item,UM7y2NCo,,chamber music,
statements,keyword,item,RtkoMT89,,sonata,
statements,instrumentation,item,SRXTUjuW,,horn,
statements,instrumentation,item,PyGNLcfw,,piano,
statements,musical work,item,J6QmeNZJ,,"Horn Sonata, Op.17",
statements,agent,statement,DDH7fEFM,,Anonymous,oMERLdSN||
statements,agent,statement,LQND7DE7,,Breitkopf & Härtel,7tdgMgre|4GU7NjmQ|
statements,agent,statement,TZfafBBe,,Ludwig van Beethoven,YvQmwaaW||
