category,faam_property,type,value,base_url,label
metadata,label,string,Nikolay Zinin,,
metadata,description,string,Russian chemist (1812-1880),,
metadata,id,id,Nvtm4QjH,,
metadata,nodegoat_id,id,0,,
metadata,qid,externalid,Q520792,http://wwww.wikidata.org/entity/,
statements,VIAF ID,externalid,42603925,https://viaf.org/viaf/,
statements,date of birth,date,1812-08-13,,
statements,date of death,date,1880-02-06,,
statements,instance of,item,ZwquHrbe,,human
statements,occupation,item,5bzipsqn,,organic chemist
statements,occupation,item,cUKtquSX,,inventor
statements,sex or gender,item,VAnkqco6,,male
statements,nationality,item,WKTLcAet,,Russian Empire
statements,place of birth,item,UyxNwK3C,,Shusha
statements,place of death,item,AzqRtNds,,Saint Petersburg
statements,influenced by,item,9iFvEF3Q,,
statements,influenced by,item,fk3MYepY,,
statements,educated at,item,8eKpFuoV,,Kazan Federal University
statements,educated at,item,AiwhS5Wd,,Kazan Imperial University
statements,employer,item,AiwhS5Wd,,Kazan Imperial University
statements,employer,item,NHzc9vUP,,Imperial Academy of Medical Surgery
resources,image,image,Nikolai_Nikolajewitsch_Sinin.JPG,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/,
