category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,Six ecossaises,,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,15992352,,,
metadata,FAAM manifestation ID,id,KCA-030903994140,,,
metadata,call number,string,MM-TP-BEETH-ecoss6-1,,,
metadata,score format,item,ZQLNVHnN,,Polyphonic Parts,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,editorial annotation,item,eNyFmkHC,,fingering,
statements,editorial annotation,item,LBfWd2va,,espressivo,
statements,editorial annotation,item,48ukXYmB,,articulation,
statements,editorial annotation,item,93GDD9ND,,ornament,
statements,handwritten annotation,item,gb6MiJbD,,ink stamp,
statements,handwritten annotation,item,EqtAuzbH,,metronome mark,
statements,handwritten annotation,item,hJoKsjEm,,variation,
statements,handwritten annotation,item,gaLrAUbu,,deletion,
statements,handwritten annotation,item,55SNFCoc,,chord symbol,
statements,handwritten annotation,item,NRsZG792,,bounding,
statements,handwritten annotation,item,8N6k5W5i,,accidental,
statements,handwritten annotation,item,aAsRZoVk,,breath mark,
statements,handwritten annotation,item,eNyFmkHC,,fingering,
statements,handwritten annotation,item,TUdHPWU8,,alternative melody,
statements,handwritten annotation,item,PprjdkHE,,vertical break,
statements,handwritten annotation,item,SRaiiKJr,,decrescendo,
statements,handwritten annotation,item,QeqFpJLJ,,underline,
statements,provenance,item,2C9Fy8H6,,Heritage Library Royal Conservatoire Antwerp,
statements,keyword,item,Qw4zjHnS,,dance music,
statements,instrumentation,item,PyGNLcfw,,piano,
statements,agent,statement,Vp4ucERe,,Thomas Dunhill,6UPEJgTQ||
statements,agent,statement,9QJqvgm5,,Augner,7tdgMgre||1916
statements,agent,statement,TZfafBBe,,Ludwig van Beethoven,YvQmwaaW||1823
statements,agent,statement,DDH7fEFM,,Anonymous,oMERLdSN||
