category,faam_property,type,value,label,qualifiers
metadata,label,string,73 =a | Concerto | con 3 Violini di Concer:ti da quali si | devono cavare |i Violini di ripieno | del | Sig. D. Ant. Vivaldi,,
metadata,description,string,,,
metadata,nodegoat_id,id,15992722,,
metadata,FAAM manifestation ID,id,CBM-TORRMsA53,,
metadata,call number,string,TORR. Ms.A.53,,
metadata,score format,item,ktjyHrtb,Full Score,
metadata,score complexity,item,THYV2oLw,Manuscript sketch,
statements,note,html,Performance practice comments in German.,,
statements,handwritten annotation,item,jCuFYGDc,ink stamp,
statements,handwritten annotation,item,VMA2AmEN,performance practice,
statements,handwritten annotation,item,oPdg4LDz,slur,
statements,handwritten annotation,item,fkm6BFV4,sforzando,
statements,handwritten annotation,item,eviEKifd,dynamic,
statements,handwritten annotation,item,UDva945b,crescendo,
statements,handwritten annotation,item,c5cZmF37,decrescendo,
statements,handwritten annotation,item,FhoqCrfh,realization of figured bass,
statements,handwritten annotation,item,AeKhRWCB,tempo primo,
statements,handwritten annotation,item,iWuVLJam,rallentando,
statements,provenance,item,UXcrTKij,Biblioteca del Conservatorio Benedetto Marcello,
statements,keyword,item,65rhe5Po,concerto,
statements,instrumentation,item,VZE4bgeN,violin,
statements,instrumentation,item,WsKgSBQG,viola,
statements,instrumentation,item,4oyT6BBG,cello,
statements,instrumentation,item,3Sa6bp7X,continuo group,
statements,musical work,item,iR5HFbHS,Concerto for 3 violins in F major (RV 551),
statements,agent,statement,Key74Nv2,Antonio Vivaldi,fkHJwpoD||
statements,agent,statement,M2b4HvjF,Fausto Torrefranca,NgFpoygv|k6SS3uwu|
statements,role,item,fkHJwpoD,composer,
statements,role,item,NgFpoygv,scholar,
statements,place,item,k6SS3uwu,Venice,
