category,faam_property,type,value,label,qualifiers
metadata,label,string,Entracte-Pizzicato - Op. 39,,
metadata,description,string,,,
metadata,nodegoat_id,id,16005381,,
metadata,FAAM manifestation ID,id,ORP-20143703p22,,
metadata,call number,string,KTS1 H.11.map.003,,
metadata,score format,item,ktjyHrtb,Full Score,
metadata,score complexity,item,iTQMfTAE,Mechanical print,
statements,provenance,item,TrYWxDhL,Orpheus Institute,
statements,instrumentation,item,g7hgtzmM,orchestra,
statements,agent,statement,Gq9k3jXy,Francis Thomé,fkHJwpoD||
statements,role,item,fkHJwpoD,composer,
