category,faam_property,type,value,label,qualifiers
metadata,label,string,Concert in D-dur : für d. Violine ; KV 218 ; op. 121,,
metadata,description,string,,,
metadata,nodegoat_id,id,16004327,,
metadata,FAAM manifestation ID,id,BSB-991078005629707356,,
metadata,call number,string,4 Mus.pr. 5954,,
metadata,score format,item,ktjyHrtb,Full Score,
metadata,score format,item,g5WgfTuF,Parts,
metadata,score complexity,item,iTQMfTAE,Mechanical print,
statements,date,date,1865,,
statements,editorial annotation,item,Di2mC26w,engage pedal,
statements,editorial annotation,item,NFazQXR2,release pedal,
statements,provenance,item,FDCuefHz,Bavarian State Library,
statements,keyword,item,QFnkBYdA,string music,
statements,keyword,item,FSduWvy5,early music,
statements,keyword,item,65rhe5Po,concerto,
statements,keyword,item,M9HRWrxt,reduction,
statements,keyword,item,MaWnCnVw,arrangement,
statements,instrumentation,item,VZE4bgeN,violin,
statements,instrumentation,item,GoXpNrsh,piano,
statements,musical work,item,PXcbpwqS,Violin Concerto No. 4,
statements,agent,statement,8gZHuqVq,Wolfgang Amadeus Mozart,fkHJwpoD||
statements,agent,statement,Y4Su8bEC,Ferdinand David,45qo3Fj3||
statements,agent,statement,Qz6TeH7G,Johann André,GBgJfRbK|GKcJxAtt|1865
statements,role,item,fkHJwpoD,composer,
statements,role,item,45qo3Fj3,music editor,
statements,role,item,GBgJfRbK,publishing company,
statements,place,item,GKcJxAtt,Leipzig,
