category,faam_property,type,value,label,qualifiers
metadata,label,string,Symphonie (Es dur),,
metadata,description,string,,,
metadata,nodegoat_id,id,16005382,,
metadata,FAAM manifestation ID,id,ORP-20143703p23,,
metadata,call number,string,KTS1 H.11.map.003,,
metadata,score format,item,ktjyHrtb,Full Score,
metadata,score complexity,item,iTQMfTAE,Mechanical print,
statements,provenance,item,TrYWxDhL,Orpheus Institute,
statements,keyword,item,mgrwHwTj,symphony,
statements,instrumentation,item,8dmpbmcx,keyboard four hands,
statements,agent,statement,aoYhMJHQ,Anton Urspruch,fkHJwpoD||
statements,role,item,fkHJwpoD,composer,
