category,faam_property,type,value,base_url,label
metadata,label,string,Émile Decombes,,
metadata,description,string,French pianist (1829-1912),,
metadata,id,id,3kvju3nF,,
metadata,nodegoat_id,id,0,,
metadata,qid,externalid,Q3274943,http://wwww.wikidata.org/entity/,
statements,VIAF ID,externalid,47026993,https://viaf.org/viaf/,
statements,IMSLP ID,externalid,"Category:Decombes,_Émile",https://imslp.org/wiki/,
statements,date of birth,date,1829-08-09,,
statements,date of death,date,1912-05-05,,
statements,instance of,item,ZwquHrbe,,human
statements,occupation,item,RHfvaKqY,,pianist
statements,occupation,item,KZLqHwSf,,composer
statements,occupation,item,6XD3homi,,music educator
statements,sex or gender,item,VAnkqco6,,male
statements,nationality,item,Eqo9Fq2n,,France
statements,place of birth,item,KeKatfhk,,Nîmes
statements,place of death,item,NTVdRo4W,,Paris
statements,instrument,item,GoXpNrsh,,piano
statements,employer,item,NA5EnjbE,,Conservatoire de Paris
resources,image,image,DecombesNadar.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/,
